Code CIS;codeEvnt;Date Evnt;Date Echéance;remTerme Evnt;EvntMar
63849839;59;19/10/2005;;Changement de procédure;changement de procédure
63850791;33;03/07/2020;;Changement de statut;archivé
63851352;33;23/01/2020;;Changement de statut;archivé
63857227;33;09/11/2022;;Changement de statut;archivé
63868864;59;01/07/2015;;Changement de procédure;changement de procédure
63870331;33;17/02/2022;;Changement de statut;archivé
63870751;46;01/12/1986;;Statut actif;statut actif
63874970;2;23/11/2017;;Changement de statut;actif
63874970;38;03/05/2017;;Changement de statut;suspension
63874970;38;04/08/2017;;Changement de statut;suspension
63875218;46;15/11/1990;;Statut actif;statut actif
63877443;74;07/12/2017;;Changement de statut;archivé
63878584;33;20/12/2022;;Changement de statut;archivé
63882209;33;26/10/2020;;Changement de statut;archivé
63882433;74;31/12/2021;;Changement de statut;archivé
63893967;46;12/07/2019;;Statut actif;statut actif
63902601;33;03/11/2020;;Changement de statut;archivé
63902601;59;06/01/2012;;Changement de procédure;changement de procédure
63904029;46;22/09/2009;;Statut actif;statut actif
63905138;46;16/08/1994;;Statut actif;statut actif
63907395;46;18/02/1997;;Statut actif;statut actif
63909663;33;27/09/2021;;Changement de statut;archivé
63911415;33;01/01/2021;;Changement de statut;archivé
63912232;33;06/12/2021;;Changement de statut;archivé
63912862;46;16/08/1994;;Statut actif;statut actif
63923727;46;07/09/1995;;Statut actif;statut actif
63925105;33;09/04/2021;;Changement de statut;archivé
63925984;33;15/03/2018;;Changement de statut;archivé
63932377;46;08/10/2020;;Statut actif;statut actif
63936571;46;08/01/1996;;Statut actif;statut actif
63938387;46;29/02/1996;;Statut actif;statut actif
63940790;46;30/04/1990;;Statut actif;statut actif
63949533;46;07/01/1997;;Statut actif;statut actif
63949533;74;31/08/2021;;Changement de statut;archivé
63949750;33;08/12/2020;;Changement de statut;archivé
63975599;33;23/07/2020;;Changement de statut;archivé
63976701;33;22/02/2021;;Changement de statut;archivé
63976822;46;09/12/1993;;Statut actif;statut actif
63976911;46;02/06/1997;;Statut actif;statut actif
63981189;59;12/12/2006;;Changement de procédure;changement de procédure
63983293;74;22/08/2021;;Changement de statut;archivé
63985038;46;13/09/1995;;Statut actif;statut actif
63992417;33;14/05/2019;;Changement de statut;archivé
63998110;59;27/08/2012;;Changement de procédure;changement de procédure
64000931;46;10/06/1987;;Statut actif;statut actif
64005832;33;31/12/2021;;Changement de statut;archivé
64010594;33;13/05/2022;;Changement de statut;archivé
64010594;46;12/12/1997;;Statut actif;statut actif
64015292;46;07/07/2020;;Statut actif;statut actif
64026417;46;18/08/1988;;Statut actif;statut actif
64027704;59;28/04/2011;;Changement de procédure;changement de procédure
64032562;74;15/05/2022;;Changement de statut;archivé
64032854;33;02/03/2022;;Changement de statut;archivé
64032854;46;12/03/1996;;Statut actif;statut actif
64050126;33;12/02/2018;;Changement de statut;archivé
64059470;33;19/05/2021;;Changement de statut;archivé
64059844;46;15/04/1996;;Statut actif;statut actif
64064987;46;21/03/1983;;Statut actif;statut actif
64066269;2;23/08/2013;;Changement de statut;actif
64066269;38;21/05/2013;;Changement de statut;suspension
64069322;59;24/09/2008;;Changement de procédure;changement de procédure
64072763;46;10/12/1997;;Statut actif;statut actif
64077917;59;19/03/2014;;Changement de procédure;changement de procédure
64080646;59;15/04/2015;;Changement de procédure;changement de procédure
64081901;46;03/02/1995;;Statut actif;statut actif
64085814;46;10/12/1997;;Statut actif;statut actif
64085981;46;15/05/1991;;Statut actif;statut actif
64095833;33;01/01/2021;;Changement de statut;archivé
64097599;33;29/03/2022;;Changement de statut;archivé
64099212;33;02/06/2020;;Changement de statut;archivé
64099212;74;02/06/2020;;Changement de statut;archivé
64100013;33;17/04/2020;;Changement de statut;archivé
64103340;33;04/01/2021;;Changement de statut;archivé
64103340;59;23/05/2005;;Changement de procédure;changement de procédure
64108234;33;28/03/2022;;Changement de statut;archivé
64117322;74;30/01/2022;;Changement de statut;archivé
64118189;33;12/03/2021;;Changement de statut;archivé
64118189;46;06/08/1996;;Statut actif;statut actif
64121235;46;02/03/1982;;Statut actif;statut actif
64124103;46;27/04/1995;;Statut actif;statut actif
64126741;46;21/11/1997;;Statut actif;statut actif
64130608;46;11/10/2018;;Statut actif;statut actif
64139742;46;21/12/1982;;Statut actif;statut actif
64146217;33;01/05/2018;;Changement de statut;archivé
64146936;46;14/01/1998;;Statut actif;statut actif
64148136;46;30/06/1997;;Statut actif;statut actif
64152615;46;29/11/1990;;Statut actif;statut actif
64161055;59;12/12/2006;;Changement de procédure;changement de procédure
64161831;46;17/03/1993;;Statut actif;statut actif
64168498;46;25/02/1997;;Statut actif;statut actif
64171786;46;05/02/1996;;Statut actif;statut actif
64172183;46;22/08/1990;;Statut actif;statut actif
64175336;33;03/06/2021;;Changement de statut;archivé
64175998;59;31/07/2019;;Changement de procédure;changement de procédure
64199376;2;09/07/2015;;Changement de statut;actif
64199376;38;18/12/2014;;Changement de statut;suspension
64202954;33;03/04/2018;;Changement de statut;archivé
64205217;46;09/02/1998;;Statut actif;statut actif
64205726;46;05/08/1996;;Statut actif;statut actif
64207289;46;20/07/1993;;Statut actif;statut actif
64207289;74;24/07/2021;;Changement de statut;archivé
64210075;46;29/11/1988;;Statut actif;statut actif
64212005;46;21/03/1983;;Statut actif;statut actif
64216338;46;09/02/1998;;Statut actif;statut actif
64223756;33;12/06/2020;;Changement de statut;archivé
64223756;46;06/08/1996;;Statut actif;statut actif
64225999;2;13/03/1991;;Changement de statut;actif
64225999;38;27/10/1990;;Changement de statut;suspension
64227142;33;22/06/2020;;Changement de statut;archivé
64228123;33;15/06/2020;;Changement de statut;archivé
64228536;33;29/10/2019;;Changement de statut;archivé
64230811;46;23/09/1991;;Statut actif;statut actif
64240232;46;08/04/1991;;Statut actif;statut actif
64248026;74;06/07/2022;;Changement de statut;archivé
64256681;46;01/12/1986;;Statut actif;statut actif
64263786;33;19/05/2020;;Changement de statut;archivé
64264557;2;06/10/2015;;Changement de statut;actif
64264557;38;05/02/2015;;Changement de statut;suspension
64283066;59;03/02/2006;;Changement de procédure;changement de procédure
64285722;46;01/10/1990;;Statut actif;statut actif
64292072;46;21/03/1983;;Statut actif;statut actif
64292268;46;29/01/1998;;Statut actif;statut actif
64293719;74;28/02/2022;;Changement de statut;archivé
64298919;33;12/02/2018;;Changement de statut;archivé
64307268;46;20/09/2012;;Statut actif;statut actif
64310289;46;12/08/1996;;Statut actif;statut actif
64311448;2;12/12/2002;;Changement de statut;actif
64311448;33;28/01/2021;;Changement de statut;archivé
64311448;38;04/09/2001;04/09/2002;Changement de statut;suspension
64315877;33;02/08/2022;;Changement de statut;archivé
64316274;33;15/03/2021;;Changement de statut;archivé
64317077;46;05/07/2019;;Statut actif;statut actif
64320632;33;11/04/2019;;Changement de statut;archivé
64346723;46;23/11/1998;;Statut actif;statut actif
64350465;33;29/07/2021;;Changement de statut;archivé
64359400;33;08/07/2021;;Changement de statut;archivé
64366672;33;15/10/2020;;Changement de statut;archivé
64369533;33;26/01/2022;;Changement de statut;archivé
64374772;33;16/07/2021;;Changement de statut;archivé
64378475;46;17/01/1996;;Statut actif;statut actif
64380679;46;12/12/1995;;Statut actif;statut actif
64384738;46;28/08/1996;;Statut actif;statut actif
64386148;33;23/06/2021;;Changement de statut;archivé
64396480;46;29/06/1995;;Statut actif;statut actif
64399932;33;01/01/2021;;Changement de statut;archivé
64404201;46;07/01/1997;;Statut actif;statut actif
64405591;33;02/03/2022;;Changement de statut;archivé
64406362;2;02/01/1968;;Changement de statut;actif
64406362;38;01/02/1982;01/02/1983;Changement de statut;suspension
64406451;33;17/03/2022;;Changement de statut;archivé
64406451;46;12/12/1997;;Statut actif;statut actif
64408662;46;20/10/1987;;Statut actif;statut actif
64412536;38;08/09/2022;;Changement de statut;suspension
64426347;46;10/12/1997;;Statut actif;statut actif
64430979;33;24/09/2021;;Changement de statut;archivé
64433039;46;05/08/1996;;Statut actif;statut actif
64447761;46;07/07/1997;;Statut actif;statut actif
64451731;46;02/09/1996;;Statut actif;statut actif
64456251;33;04/07/2008;;Changement de statut;archivé
64456251;64;09/12/2008;;Changement de statut;actif
64457570;46;23/07/2001;;Statut actif;statut actif
64458633;46;09/02/1998;;Statut actif;statut actif
64470906;33;01/01/2021;;Changement de statut;archivé
64476439;33;13/03/2020;;Changement de statut;archivé
64482812;46;11/01/1996;;Statut actif;statut actif
64484329;33;09/04/2021;;Changement de statut;archivé
64488313;33;19/12/2022;;Changement de statut;archivé
64490264;46;27/09/1990;;Statut actif;statut actif
64494476;59;28/05/2015;;Changement de procédure;changement de procédure
64499306;59;17/03/2021;;Changement de procédure;changement de procédure
64502115;59;03/02/2006;;Changement de procédure;changement de procédure
64502325;46;12/04/2019;;Statut actif;statut actif
64506829;46;29/10/1986;;Statut actif;statut actif
64512248;33;10/09/2019;;Changement de statut;archivé
64514110;74;09/03/2021;;Changement de statut;archivé
64516435;2;20/03/2017;;Changement de statut;actif
64516435;38;27/07/2016;;Changement de statut;suspension
64516435;38;22/09/2016;;Changement de statut;suspension
64533356;33;17/03/2022;;Changement de statut;archivé
64539416;59;07/10/2016;;Changement de procédure;changement de procédure
64547046;46;19/01/1998;;Statut actif;statut actif
64556465;46;11/12/1997;;Statut actif;statut actif
64558256;46;18/11/1997;;Statut actif;statut actif
64562169;33;13/06/2022;;Changement de statut;archivé
64562169;59;07/05/2018;;Changement de procédure;changement de procédure
64571887;46;19/01/1998;;Statut actif;statut actif
64572074;33;01/01/2021;;Changement de statut;archivé
64579752;33;14/09/2020;;Changement de statut;archivé
64582182;59;20/07/2015;;Changement de procédure;changement de procédure
64590108;46;06/08/1996;;Statut actif;statut actif
64593428;38;17/02/2021;;Changement de statut;suspension
64593595;33;20/07/2020;;Changement de statut;archivé
64593595;46;06/11/1996;;Statut actif;statut actif
64596029;46;02/11/1982;;Statut actif;statut actif
64598731;33;25/02/2019;;Changement de statut;archivé
64601914;46;03/09/1997;;Statut actif;statut actif
64602165;46;27/06/2012;;Statut actif;statut actif
64605923;33;15/03/2021;;Changement de statut;archivé
64606555;46;04/08/1998;;Statut actif;statut actif
64607301;59;19/05/2006;;Changement de procédure;changement de procédure
64610518;38;03/10/2022;;Changement de statut;suspension
64611965;33;15/09/2022;;Changement de statut;archivé
64614242;46;07/11/2017;;Statut actif;statut actif
64615821;46;21/03/1983;;Statut actif;statut actif
64620722;59;27/06/2014;;Changement de procédure;changement de procédure
64630403;46;24/08/1987;;Statut actif;statut actif
64631925;46;08/03/1993;;Statut actif;statut actif
64635418;46;31/12/1997;;Statut actif;statut actif
64645120;46;12/12/1997;;Statut actif;statut actif
64646877;33;08/01/2021;;Changement de statut;archivé
64647032;46;14/12/1995;;Statut actif;statut actif
64648262;46;31/12/1997;;Statut actif;statut actif
64650740;59;03/01/2011;;Changement de procédure;changement de procédure
64651319;46;29/08/1990;;Statut actif;statut actif
64653284;46;11/10/2018;;Statut actif;statut actif
64658210;33;17/02/2022;;Changement de statut;archivé
64661854;74;21/06/2022;;Changement de statut;archivé
64665137;33;01/07/2020;;Changement de statut;archivé
64665888;33;17/09/2020;;Changement de statut;archivé
64669819;33;29/09/2021;;Changement de statut;archivé
64673970;46;09/04/1998;;Statut actif;statut actif
64676824;46;31/01/1991;;Statut actif;statut actif
64686163;33;06/12/2021;;Changement de statut;archivé
64687678;74;31/01/2022;;Changement de statut;archivé
64695618;33;08/10/2021;;Changement de statut;archivé
64699367;46;21/03/1983;;Statut actif;statut actif
64700759;33;02/04/2019;;Changement de statut;archivé
64701035;33;15/02/2021;;Changement de statut;archivé
64702379;33;18/05/2021;;Changement de statut;archivé
64704191;46;04/06/1996;;Statut actif;statut actif
64715729;2;26/10/2017;;Changement de statut;actif
64715729;38;03/05/2017;;Changement de statut;suspension
64715729;38;04/08/2017;;Changement de statut;suspension
64716418;33;23/11/2021;;Changement de statut;archivé
64718579;33;22/10/2021;;Changement de statut;archivé
64726914;46;06/08/1996;;Statut actif;statut actif
64728712;46;23/09/1991;;Statut actif;statut actif
64728922;59;03/09/2010;;Changement de procédure;changement de procédure
64735468;33;23/11/2020;;Changement de statut;archivé
64743867;33;01/12/2020;;Changement de statut;archivé
64754454;33;29/04/2020;;Changement de statut;archivé
64754536;46;17/11/1997;;Statut actif;statut actif
64758214;33;15/05/2020;;Changement de statut;archivé
64767583;59;07/12/2005;;Changement de procédure;changement de procédure
64769794;33;10/01/2022;;Changement de statut;archivé
64775943;46;27/07/1994;;Statut actif;statut actif
64784789;59;29/01/2013;;Changement de procédure;changement de procédure
64790984;74;02/04/2022;;Changement de statut;archivé
64794203;74;01/01/2022;;Changement de statut;archivé
64805297;33;01/09/2018;;Changement de statut;archivé
64817239;56;25/03/2019;;Changement de statut;archivé
64823509;46;18/12/1997;;Statut actif;statut actif
64828463;2;14/10/2015;;Changement de statut;actif
64828463;2;27/12/2016;;Changement de statut;actif
64828463;38;18/12/2014;;Changement de statut;suspension
64828463;38;19/07/2016;;Changement de statut;suspension
64828463;38;22/09/2016;;Changement de statut;suspension
64834594;46;12/11/1996;;Statut actif;statut actif
64834605;33;23/06/2020;;Changement de statut;archivé
64835212;46;16/10/1995;;Statut actif;statut actif
64835956;46;26/10/1995;;Statut actif;statut actif
64839577;33;16/04/2021;;Changement de statut;archivé
64840049;46;28/10/1993;;Statut actif;statut actif
64844784;46;25/10/1993;;Statut actif;statut actif
64852941;46;08/12/1997;;Statut actif;statut actif
64854287;59;16/03/2006;;Changement de procédure;changement de procédure
64854611;46;30/11/1992;;Statut actif;statut actif
64858702;46;06/12/1990;;Statut actif;statut actif
64859213;74;19/10/2021;;Changement de statut;archivé
64864071;33;01/08/2022;;Changement de statut;archivé
64866332;74;06/02/2022;;Changement de statut;archivé
64868034;46;28/09/1989;;Statut actif;statut actif
64870850;46;05/03/1998;;Statut actif;statut actif
64871233;46;17/04/1991;;Statut actif;statut actif
64877364;46;09/01/1985;;Statut actif;statut actif
64886121;59;12/12/2006;;Changement de procédure;changement de procédure
64890625;59;11/08/2009;;Changement de procédure;changement de procédure
64892925;59;26/04/2017;;Changement de procédure;changement de procédure
64893386;33;06/05/2021;;Changement de statut;archivé
64894972;2;14/10/2015;;Changement de statut;actif
64894972;2;27/12/2016;;Changement de statut;actif
64894972;38;18/12/2014;;Changement de statut;suspension
64894972;38;19/07/2016;;Changement de statut;suspension
64894972;38;22/09/2016;;Changement de statut;suspension
64896980;74;19/04/2022;;Changement de statut;archivé
64906111;33;21/12/2021;;Changement de statut;archivé
64908596;46;26/04/1996;;Statut actif;statut actif
64914072;33;19/07/2021;;Changement de statut;archivé
64914072;46;18/09/1997;;Statut actif;statut actif
64924928;33;29/09/2020;;Changement de statut;archivé
64926509;33;22/02/2021;;Changement de statut;archivé
64930411;46;25/11/1991;;Statut actif;statut actif
64933585;46;15/11/1994;;Statut actif;statut actif
64940633;38;17/02/2021;;Changement de statut;suspension
64943750;33;23/06/2021;;Changement de statut;archivé
64957725;33;23/06/2021;;Changement de statut;archivé
64962170;59;07/05/2018;;Changement de procédure;changement de procédure
64973850;46;03/02/1997;;Statut actif;statut actif
64975132;33;23/11/2021;;Changement de statut;archivé
64975157;59;28/04/2011;;Changement de procédure;changement de procédure
64983143;59;01/07/2015;;Changement de procédure;changement de procédure
64986431;3;31/07/2019;;Changement de statut;retiré
64986431;38;08/02/2019;;Changement de statut;suspension
64986431;46;08/12/1993;;Statut actif;statut actif
64987202;33;04/10/2022;;Changement de statut;archivé
64994620;33;23/12/2019;;Changement de statut;archivé
65000980;46;15/09/1998;;Statut actif;statut actif
65007035;74;19/11/2020;;Changement de statut;archivé
65008219;46;13/01/1997;;Statut actif;statut actif
65010088;46;12/12/1995;;Statut actif;statut actif
65016707;59;12/04/2011;;Changement de procédure;changement de procédure
65016842;38;05/01/2023;;Changement de statut;suspension
65020253;46;10/08/1984;;Statut actif;statut actif
65038536;46;08/12/1997;;Statut actif;statut actif
65050983;33;21/06/2022;;Changement de statut;archivé
65051900;46;25/11/1991;;Statut actif;statut actif
65055507;46;30/10/1995;;Statut actif;statut actif
65061047;46;20/11/1997;;Statut actif;statut actif
65063233;46;05/01/1996;;Statut actif;statut actif
65067139;33;17/12/2021;;Changement de statut;archivé
65070886;46;14/02/1983;;Statut actif;statut actif
65071397;33;26/01/2022;;Changement de statut;archivé
65074781;33;01/01/2021;;Changement de statut;archivé
65079764;33;11/02/2020;;Changement de statut;archivé
65079764;38;17/01/2020;;Changement de statut;suspension
65082753;33;12/02/2020;;Changement de statut;archivé
65082753;74;18/12/2020;;Changement de statut;archivé
65082956;33;13/03/2020;;Changement de statut;archivé
65084430;33;17/11/2022;;Changement de statut;archivé
65086748;33;23/09/2021;;Changement de statut;archivé
65095099;46;09/09/2020;;Statut actif;statut actif
65095900;33;01/01/2021;;Changement de statut;archivé
65102309;38;17/02/2021;;Changement de statut;suspension
65102444;33;12/02/2021;;Changement de statut;archivé
65117631;46;20/02/2017;;Statut actif;statut actif
65120677;38;09/02/1993;;Changement de statut;suspension
65120677;38;31/07/1996;;Changement de statut;suspension
65120677;46;07/01/1997;;Statut actif;statut actif
65122219;46;06/05/1988;;Statut actif;statut actif
65122863;46;09/03/1998;;Statut actif;statut actif
65125261;46;20/05/1992;;Statut actif;statut actif
65125998;46;30/09/1992;;Statut actif;statut actif
65126598;59;03/09/2010;;Changement de procédure;changement de procédure
65129377;33;08/11/2019;;Changement de statut;archivé
65130778;46;30/01/1998;;Statut actif;statut actif
65137915;33;26/10/2020;;Changement de statut;archivé
65146412;46;09/10/1996;;Statut actif;statut actif
65147126;2;30/10/1990;;Changement de statut;actif
65147126;33;27/02/1997;;Changement de statut;archivé
65147126;38;08/02/1990;;Changement de statut;suspension
65147126;46;02/06/1997;;Statut actif;statut actif
65155219;33;11/08/2021;;Changement de statut;archivé
65161713;46;11/02/1993;;Statut actif;statut actif
65161752;33;01/01/2021;;Changement de statut;archivé
65164218;46;19/01/1998;;Statut actif;statut actif
65169293;33;30/11/2021;;Changement de statut;archivé
65177678;33;21/06/2022;;Changement de statut;archivé
65181349;46;02/03/1982;;Statut actif;statut actif
65182668;46;04/12/1997;;Statut actif;statut actif
65183147;46;24/06/1996;;Statut actif;statut actif
65191044;46;18/09/1997;;Statut actif;statut actif
65195879;2;10/11/2017;;Changement de statut;actif
65195879;38;03/05/2017;;Changement de statut;suspension
65195879;38;04/08/2017;;Changement de statut;suspension
65196707;33;08/01/2021;;Changement de statut;archivé
65198590;46;07/07/1997;;Statut actif;statut actif
65198829;33;14/12/2021;;Changement de statut;archivé
65198829;46;06/08/1996;;Statut actif;statut actif
65201684;46;27/07/1988;;Statut actif;statut actif
65205871;46;18/11/1997;;Statut actif;statut actif
65213010;59;01/12/2005;;Changement de procédure;changement de procédure
65215068;46;08/12/1997;;Statut actif;statut actif
65220909;33;19/05/2022;;Changement de statut;archivé
65223346;33;20/04/2021;;Changement de statut;archivé
65224035;33;17/12/2021;;Changement de statut;archivé
65227405;46;18/12/1997;;Statut actif;statut actif
65230796;33;29/01/2021;;Changement de statut;archivé
65232039;74;07/07/2022;;Changement de statut;archivé
65233550;33;22/02/2021;;Changement de statut;archivé
65238711;46;27/10/1992;;Statut actif;statut actif
65239674;46;19/01/1998;;Statut actif;statut actif
65249362;46;25/11/1991;;Statut actif;statut actif
65254854;2;24/07/2015;;Changement de statut;actif
65254854;38;18/12/2014;;Changement de statut;suspension
65256499;2;03/07/1992;;Changement de statut;actif
65256499;38;23/06/1992;;Changement de statut;suspension
65256499;46;03/07/1992;;Statut actif;statut actif
65262477;33;04/01/2021;;Changement de statut;archivé
65262477;59;23/05/2005;;Changement de procédure;changement de procédure
65265313;33;01/06/2021;;Changement de statut;archivé
65282348;46;12/08/1996;;Statut actif;statut actif
65284210;33;05/10/2018;;Changement de statut;archivé
65284210;46;13/09/1995;;Statut actif;statut actif
65301827;59;18/10/2011;;Changement de procédure;changement de procédure
65306692;46;20/02/2020;;Statut actif;statut actif
65310178;33;24/02/2021;;Changement de statut;archivé
65312567;46;06/10/1987;;Statut actif;statut actif
65314109;33;28/09/2020;;Changement de statut;archivé
65320140;46;30/11/1992;;Statut actif;statut actif
65323026;46;30/08/1993;;Statut actif;statut actif
65323898;46;26/10/1995;;Statut actif;statut actif
65329965;33;01/01/2021;;Changement de statut;archivé
65333974;46;22/07/1982;;Statut actif;statut actif
65338028;46;03/02/1998;;Statut actif;statut actif
65350781;33;25/01/2022;;Changement de statut;archivé
65352330;33;06/02/2020;;Changement de statut;archivé
65354096;2;23/06/2017;;Changement de statut;actif
65354096;38;19/07/2016;;Changement de statut;suspension
65354096;38;22/09/2016;;Changement de statut;suspension
65355789;33;22/06/2020;;Changement de statut;archivé
65364681;59;27/02/2006;;Changement de procédure;changement de procédure
65366508;46;29/11/1990;;Statut actif;statut actif
65368683;74;02/08/2021;;Changement de statut;archivé
65370563;33;31/08/2018;;Changement de statut;archivé
65374654;46;08/07/1994;;Statut actif;statut actif
65374654;59;16/06/2017;;Changement de procédure;changement de procédure
65375101;33;27/11/2020;;Changement de statut;archivé
65378663;46;30/10/1995;;Statut actif;statut actif
65386717;46;30/10/1995;;Statut actif;statut actif
65387616;46;25/11/1991;;Statut actif;statut actif
65391080;46;19/10/1989;;Statut actif;statut actif
65393793;33;14/12/2018;;Changement de statut;archivé
65396526;33;19/10/2020;;Changement de statut;archivé
65399052;33;27/02/2019;;Changement de statut;archivé
65401375;46;15/12/1997;;Statut actif;statut actif
65408195;59;28/01/2011;;Changement de procédure;changement de procédure
65408779;33;25/01/2021;;Changement de statut;archivé
65409532;59;06/06/2018;;Changement de procédure;changement de procédure
65422953;33;30/11/2022;;Changement de statut;archivé
65429054;33;23/05/2019;;Changement de statut;archivé
65429403;33;20/04/2018;;Changement de statut;archivé
65430708;59;30/06/2011;;Changement de procédure;changement de procédure
65436166;38;01/07/2008;01/07/2009;Changement de statut;suspension
65436166;38;20/04/2010;20/04/2011;Changement de statut;suspension
65441971;46;10/12/1997;;Statut actif;statut actif
65451225;59;21/01/2005;;Changement de procédure;changement de procédure
65451225;74;05/04/2021;;Changement de statut;archivé
65458013;46;03/07/1989;;Statut actif;statut actif
65458611;46;06/09/1994;;Statut actif;statut actif
65462232;33;28/09/2020;;Changement de statut;archivé
65462467;33;19/03/2019;;Changement de statut;archivé
65462467;46;03/02/1998;;Statut actif;statut actif
65464525;46;02/12/2010;;Statut actif;statut actif
65473595;2;09/07/2015;;Changement de statut;actif
65473595;38;18/12/2014;;Changement de statut;suspension
65474188;46;09/12/1993;;Statut actif;statut actif
65476513;33;20/04/2021;;Changement de statut;archivé
65476933;46;24/12/1986;;Statut actif;statut actif
65482612;2;15/01/2018;;Changement de statut;actif
65482612;38;03/05/2017;;Changement de statut;suspension
65482612;38;04/08/2017;;Changement de statut;suspension
65487723;46;30/08/1991;;Statut actif;statut actif
65488729;74;21/06/2022;;Changement de statut;archivé
65491383;33;20/12/2021;;Changement de statut;archivé
65492097;2;22/06/2011;;Changement de statut;actif
65492097;38;15/12/2010;15/12/2011;Changement de statut;suspension
65493441;33;13/07/2020;;Changement de statut;archivé
65493441;85;11/06/2015;20/11/2015;Changement de statut;archivé
65504674;3;15/04/2021;;Changement de statut;retiré
65504674;38;15/04/2019;;Changement de statut;suspension
65504674;46;22/08/1983;;Statut actif;statut actif
65509148;33;19/01/2021;;Changement de statut;archivé
65510378;46;27/07/1994;;Statut actif;statut actif
65515642;46;25/03/1991;;Statut actif;statut actif
65519765;74;01/11/2022;;Changement de statut;archivé
65521830;33;14/09/2020;;Changement de statut;archivé
65528593;46;20/06/1986;;Statut actif;statut actif
65529325;46;21/01/1998;;Statut actif;statut actif
65531319;33;21/12/2021;;Changement de statut;archivé
65532702;46;08/02/1982;;Statut actif;statut actif
65533512;46;19/05/1982;;Statut actif;statut actif
65533900;2;26/11/2015;;Changement de statut;actif
65533900;33;12/02/2020;;Changement de statut;archivé
65533900;38;05/02/2015;;Changement de statut;suspension
65538986;33;26/06/2020;;Changement de statut;archivé
65539814;33;14/02/2022;;Changement de statut;archivé
65539814;46;11/06/1992;;Statut actif;statut actif
65539860;46;30/12/1991;;Statut actif;statut actif
65545347;59;17/09/2008;;Changement de procédure;changement de procédure
65547106;70;26/10/2007;;Changement de statut;archivé (administratif)
65547106;71;21/10/2008;;Changement de statut;actif
65556190;33;26/10/2020;;Changement de statut;archivé
65559635;33;05/08/2020;;Changement de statut;archivé
65564493;33;08/10/2021;;Changement de statut;archivé
65569519;46;15/02/1991;;Statut actif;statut actif
65570749;46;31/12/1997;;Statut actif;statut actif
65572846;46;29/02/1996;;Statut actif;statut actif
65581507;59;11/01/2013;;Changement de procédure;changement de procédure
65583668;33;27/10/2020;;Changement de statut;archivé
65586358;33;02/04/2019;;Changement de statut;archivé
65591476;46;14/01/1998;;Statut actif;statut actif
65592763;33;11/06/2008;;Changement de statut;archivé
65592763;64;17/11/2008;;Changement de statut;actif
65602079;46;21/08/1991;;Statut actif;statut actif
65606743;46;16/10/1987;;Statut actif;statut actif
65608566;46;03/03/1995;;Statut actif;statut actif
65619363;59;16/11/2017;;Changement de procédure;changement de procédure
65623130;46;08/01/1996;;Statut actif;statut actif
65630160;46;12/08/1996;;Statut actif;statut actif
65633530;33;03/12/2021;;Changement de statut;archivé
65636245;59;03/09/2010;;Changement de procédure;changement de procédure
65639939;46;11/02/1997;;Statut actif;statut actif
65647512;46;17/12/1996;;Statut actif;statut actif
65658213;46;11/05/2020;;Statut actif;statut actif
65670297;33;23/11/2021;;Changement de statut;archivé
65676987;46;01/10/1990;;Statut actif;statut actif
65678689;33;31/08/2018;;Changement de statut;archivé
65679296;59;17/06/2009;;Changement de procédure;changement de procédure
65691327;46;01/07/1987;;Statut actif;statut actif
65699007;33;17/10/2022;;Changement de statut;archivé
65701038;33;22/10/2021;;Changement de statut;archivé
65701038;46;31/01/1996;;Statut actif;statut actif
65707226;46;13/09/1995;;Statut actif;statut actif
65712593;46;04/03/1998;;Statut actif;statut actif
65716467;46;06/08/1996;;Statut actif;statut actif
65717544;2;26/10/2017;;Changement de statut;actif
65717544;38;03/05/2017;;Changement de statut;suspension
65717544;38;04/08/2017;;Changement de statut;suspension
65724318;46;29/09/1997;;Statut actif;statut actif
65751500;59;21/08/2015;;Changement de procédure;changement de procédure
65771200;46;12/11/2018;;Statut actif;statut actif
65781027;33;18/11/2021;;Changement de statut;archivé
65781988;33;19/05/2022;;Changement de statut;archivé
65810475;46;28/08/1996;;Statut actif;statut actif
65812177;46;18/08/1992;;Statut actif;statut actif
65812914;38;17/02/2021;;Changement de statut;suspension
65822577;46;20/06/1986;;Statut actif;statut actif
65826650;59;15/04/2015;;Changement de procédure;changement de procédure
65836776;46;30/08/1991;;Statut actif;statut actif
65840002;46;25/02/1997;;Statut actif;statut actif
65841346;33;12/06/2012;;Changement de statut;archivé
65841346;64;28/08/2012;;Changement de statut;actif
65846076;46;24/04/1996;;Statut actif;statut actif
65850530;74;30/07/2021;;Changement de statut;archivé
65851109;33;03/07/2020;;Changement de statut;archivé
65855901;46;08/08/1997;;Statut actif;statut actif
65860243;46;21/07/1992;;Statut actif;statut actif
65862059;46;05/12/1996;;Statut actif;statut actif
65869452;46;12/10/1988;;Statut actif;statut actif
65880420;59;15/04/2015;;Changement de procédure;changement de procédure
65880598;46;02/03/1982;;Statut actif;statut actif
65884187;59;11/08/2011;;Changement de procédure;changement de procédure
65884618;74;06/07/2022;;Changement de statut;archivé
65889234;46;18/08/1992;;Statut actif;statut actif
65892928;46;17/04/1991;;Statut actif;statut actif
65893318;59;25/05/2009;;Changement de procédure;changement de procédure
65893688;33;08/06/2021;;Changement de statut;archivé
65898870;33;09/11/2021;;Changement de statut;archivé
65910155;33;15/02/2022;;Changement de statut;archivé
