Code CIS;codeEvnt;Date Evnt;Date Echéance;remTerme Evnt;EvntMar
60002504;33;08/10/2021;;Changement de statut;archivé
60002504;38;17/02/2021;;Changement de statut;suspension
60003620;59;28/02/2017;;Changement de procédure;changement de procédure
60007960;46;06/08/1996;;Statut actif;statut actif
60008845;46;05/03/1998;;Statut actif;statut actif
60008927;33;08/11/2019;;Changement de statut;archivé
60010166;59;12/12/2006;;Changement de procédure;changement de procédure
60014894;46;20/09/2012;;Statut actif;statut actif
60019101;46;06/10/1983;;Statut actif;statut actif
60021216;46;25/04/1988;;Statut actif;statut actif
60028050;33;20/09/2022;;Changement de statut;archivé
60030980;46;30/09/1992;;Statut actif;statut actif
60034644;46;04/08/1998;;Statut actif;statut actif
60037327;46;03/02/1998;;Statut actif;statut actif
60040145;46;13/02/1996;;Statut actif;statut actif
60046529;38;08/09/2022;;Changement de statut;suspension
60051316;33;08/09/2020;;Changement de statut;archivé
60053694;33;23/01/2018;;Changement de statut;archivé
60061171;46;17/07/1992;;Statut actif;statut actif
60068251;33;01/01/2021;;Changement de statut;archivé
60068333;33;01/01/2021;;Changement de statut;archivé
60071233;33;19/08/2022;;Changement de statut;archivé
60071952;59;02/10/2012;;Changement de procédure;changement de procédure
60072506;33;31/03/2019;;Changement de statut;archivé
60073907;2;21/10/2015;;Changement de statut;actif
60073907;33;02/12/2021;;Changement de statut;archivé
60073907;38;18/12/2014;;Changement de statut;suspension
60075064;46;08/12/1997;;Statut actif;statut actif
60083132;33;12/04/2022;;Changement de statut;archivé
60092590;46;26/04/1989;;Statut actif;statut actif
60095056;46;22/04/1996;;Statut actif;statut actif
60095729;46;27/12/1996;;Statut actif;statut actif
60105162;59;05/06/2008;;Changement de procédure;changement de procédure
60108870;33;18/11/2020;;Changement de statut;archivé
60109100;33;23/01/2018;;Changement de statut;archivé
60109303;33;25/01/2022;;Changement de statut;archivé
60110031;46;10/12/1996;;Statut actif;statut actif
60111813;59;17/02/2011;;Changement de procédure;changement de procédure
60118715;46;13/11/1991;;Statut actif;statut actif
60123979;2;10/02/2010;;Changement de statut;actif
60123979;33;16/10/2018;;Changement de statut;archivé
60123979;38;12/01/2010;;Changement de statut;suspension
60126612;46;29/05/2017;;Statut actif;statut actif
60127671;46;28/05/1996;;Statut actif;statut actif
60130354;33;28/12/2017;;Changement de statut;archivé
60130386;46;13/09/1995;;Statut actif;statut actif
60130742;33;11/08/2022;;Changement de statut;archivé
60132572;46;29/11/1990;;Statut actif;statut actif
60145801;33;20/12/2022;;Changement de statut;archivé
60150232;46;18/07/1983;;Statut actif;statut actif
60150467;33;06/12/2021;;Changement de statut;archivé
60150830;33;01/01/2021;;Changement de statut;archivé
60152607;46;20/11/1997;;Statut actif;statut actif
60154309;46;19/04/2010;;Statut actif;statut actif
60161143;59;30/08/2012;;Changement de procédure;changement de procédure
60166980;33;12/11/2018;;Changement de statut;archivé
60177628;46;27/06/2019;;Statut actif;statut actif
60178712;33;15/07/2019;;Changement de statut;archivé
60178712;46;17/02/1998;;Statut actif;statut actif
60181733;46;06/12/1995;;Statut actif;statut actif
60184188;46;01/10/1986;;Statut actif;statut actif
60196945;33;07/09/2021;;Changement de statut;archivé
60206154;46;17/07/1997;;Statut actif;statut actif
60216725;33;15/03/2018;;Changement de statut;archivé
60224437;33;18/05/2021;;Changement de statut;archivé
60231339;33;10/08/2020;;Changement de statut;archivé
60232074;46;16/12/1997;;Statut actif;statut actif
60237790;33;19/01/2021;;Changement de statut;archivé
60240181;46;16/12/1997;;Statut actif;statut actif
60246750;46;10/01/1989;;Statut actif;statut actif
60247432;2;09/07/2015;;Changement de statut;actif
60247432;38;18/12/2014;;Changement de statut;suspension
60250567;33;21/12/2021;;Changement de statut;archivé
60252340;74;15/06/2022;;Changement de statut;archivé
60260497;59;19/05/2011;;Changement de procédure;changement de procédure
60260910;59;28/02/2017;;Changement de procédure;changement de procédure
60262879;33;17/05/2018;;Changement de statut;archivé
60264830;33;14/12/2021;;Changement de statut;archivé
60270114;46;30/07/1985;;Statut actif;statut actif
60270395;33;06/11/2020;;Changement de statut;archivé
60271045;46;27/09/1982;;Statut actif;statut actif
60271045;59;07/12/2017;;Changement de procédure;changement de procédure
60271248;46;29/10/1986;;Statut actif;statut actif
60273765;33;14/06/2021;;Changement de statut;archivé
60288137;33;03/11/2020;;Changement de statut;archivé
60288817;33;08/12/2020;;Changement de statut;archivé
60290800;46;22/10/1986;;Statut actif;statut actif
60291795;46;14/03/1996;;Statut actif;statut actif
60292267;38;26/08/2020;;Changement de statut;suspension
60292349;2;13/03/1991;;Changement de statut;actif
60292349;38;27/10/1990;;Changement de statut;suspension
60293846;46;04/06/1992;;Statut actif;statut actif
60295046;46;04/06/1992;;Statut actif;statut actif
60298028;46;05/01/1996;;Statut actif;statut actif
60303404;33;16/06/2022;;Changement de statut;archivé
60304050;46;16/12/1997;;Statut actif;statut actif
60307242;46;01/04/1997;;Statut actif;statut actif
60307242;74;01/03/2021;;Changement de statut;archivé
60308369;33;14/06/2021;;Changement de statut;archivé
60311803;33;15/10/2021;;Changement de statut;archivé
60322461;2;26/10/2017;;Changement de statut;actif
60322461;38;03/05/2017;;Changement de statut;suspension
60322461;38;04/08/2017;;Changement de statut;suspension
60323969;59;30/06/2011;;Changement de procédure;changement de procédure
60324658;46;11/12/1992;;Statut actif;statut actif
60327056;33;23/06/2021;;Changement de statut;archivé
60327266;33;17/03/2022;;Changement de statut;archivé
60331738;33;03/01/2023;;Changement de statut;archivé
60349711;46;02/06/1997;;Statut actif;statut actif
60351986;46;22/10/1986;;Statut actif;statut actif
60353108;46;15/09/1999;;Statut actif;statut actif
60355027;33;23/03/2021;;Changement de statut;archivé
60355027;46;23/12/1996;;Statut actif;statut actif
60361959;33;10/09/2020;;Changement de statut;archivé
60368099;46;23/12/1997;;Statut actif;statut actif
60374821;46;15/11/1994;;Statut actif;statut actif
60379544;46;25/11/1991;;Statut actif;statut actif
60389531;74;18/04/2021;;Changement de statut;archivé
60394998;33;15/11/2021;;Changement de statut;archivé
60404531;33;17/04/2020;;Changement de statut;archivé
60406938;33;16/09/2022;;Changement de statut;archivé
60408405;46;07/04/1999;;Statut actif;statut actif
60411052;33;15/03/2018;;Changement de statut;archivé
60415442;33;02/11/2020;;Changement de statut;archivé
60423791;46;27/12/1996;;Statut actif;statut actif
60427989;33;22/04/2022;;Changement de statut;archivé
60438793;46;12/09/1996;;Statut actif;statut actif
60443192;46;13/12/1989;;Statut actif;statut actif
60445784;59;04/03/2013;;Changement de procédure;changement de procédure
60446911;46;03/09/1997;;Statut actif;statut actif
60453083;46;02/09/1992;;Statut actif;statut actif
60455789;33;21/12/2021;;Changement de statut;archivé
60456535;46;20/05/1992;;Statut actif;statut actif
60461984;33;30/10/2020;;Changement de statut;archivé
60461984;46;10/12/1997;;Statut actif;statut actif
60462328;59;19/03/2014;;Changement de procédure;changement de procédure
60470798;46;03/02/1998;;Statut actif;statut actif
60473812;33;09/11/2022;;Changement de statut;archivé
60476630;33;06/01/2020;;Changement de statut;archivé
60476979;46;20/06/1986;;Statut actif;statut actif
60484221;59;02/07/2020;;Changement de procédure;changement de procédure
60485953;46;06/05/1988;;Statut actif;statut actif
60485985;33;06/07/2018;;Changement de statut;archivé
60486279;33;05/12/2022;;Changement de statut;archivé
60490256;59;22/09/2022;;Changement de procédure;changement de procédure
60492702;46;13/11/1991;;Statut actif;statut actif
60497140;33;23/11/2021;;Changement de statut;archivé
60507271;2;26/10/2017;;Changement de statut;actif
60507271;38;03/05/2017;;Changement de statut;suspension
60507271;38;04/08/2017;;Changement de statut;suspension
60508430;46;11/02/1997;;Statut actif;statut actif
60517707;46;10/09/1992;;Statut actif;statut actif
60518136;59;01/03/2016;;Changement de procédure;changement de procédure
60518378;33;22/07/2020;;Changement de statut;archivé
60524573;33;07/12/2011;;Changement de statut;archivé
60524573;46;05/03/1998;;Statut actif;statut actif
60524573;64;06/01/2012;;Changement de statut;actif
60529816;38;25/03/2020;;Changement de statut;suspension
60535623;46;23/12/1996;;Statut actif;statut actif
60536383;33;22/06/2020;;Changement de statut;archivé
60542703;46;06/04/1998;;Statut actif;statut actif
60545343;46;11/01/2019;;Statut actif;statut actif
60546502;46;25/11/1991;;Statut actif;statut actif
60549797;59;25/10/2012;;Changement de procédure;changement de procédure
60550568;59;04/06/2015;;Changement de procédure;changement de procédure
60552925;33;06/11/2020;;Changement de statut;archivé
60561269;33;18/06/2020;;Changement de statut;archivé
60561269;64;16/10/2020;;Changement de statut;actif
60565730;33;03/11/2020;;Changement de statut;archivé
60568559;33;19/05/2020;;Changement de statut;archivé
60576634;46;02/05/1997;;Statut actif;statut actif
60578560;46;29/08/1990;;Statut actif;statut actif
60578852;46;05/11/2001;;Statut actif;statut actif
60581115;33;09/11/2022;;Changement de statut;archivé
60582092;2;14/10/2015;;Changement de statut;actif
60582092;2;27/12/2016;;Changement de statut;actif
60582092;38;18/12/2014;;Changement de statut;suspension
60582092;38;19/07/2016;;Changement de statut;suspension
60582092;38;22/09/2016;;Changement de statut;suspension
60588106;33;12/01/2021;;Changement de statut;archivé
60600074;46;29/04/2011;;Statut actif;statut actif
60601728;33;05/12/2019;;Changement de statut;archivé
60613157;46;14/01/1998;;Statut actif;statut actif
60614889;46;05/04/1989;;Statut actif;statut actif
60616751;59;06/06/2018;;Changement de procédure;changement de procédure
60622868;46;03/07/1989;;Statut actif;statut actif
60625647;46;19/10/1989;;Statut actif;statut actif
60627235;46;07/08/1997;;Statut actif;statut actif
60632638;46;04/12/1997;;Statut actif;statut actif
60632638;74;31/08/2022;;Changement de statut;archivé
60635449;46;01/04/1996;;Statut actif;statut actif
60639248;46;06/11/1996;;Statut actif;statut actif
60641690;33;11/07/2019;;Changement de statut;archivé
60641690;74;04/06/2021;;Changement de statut;archivé
60649986;74;25/10/2021;;Changement de statut;archivé
60650789;46;22/07/1982;;Statut actif;statut actif
60651567;2;16/02/2016;;Changement de statut;actif
60651567;38;18/12/2014;;Changement de statut;suspension
60656596;46;02/05/1997;;Statut actif;statut actif
60658693;33;15/07/2022;;Changement de statut;archivé
60660616;33;12/04/2022;;Changement de statut;archivé
60662695;2;24/07/2015;;Changement de statut;actif
60662695;38;18/12/2014;;Changement de statut;suspension
60680832;46;14/02/2006;;Statut actif;statut actif
60691750;74;19/10/2021;;Changement de statut;archivé
60691768;33;14/10/2020;;Changement de statut;archivé
60693694;33;26/08/2019;;Changement de statut;archivé
60695745;33;17/02/2022;;Changement de statut;archivé
60695745;46;31/12/1997;;Statut actif;statut actif
60703220;46;27/11/2020;;Statut actif;statut actif
60703487;59;08/09/2011;;Changement de procédure;changement de procédure
60703829;38;08/09/2022;;Changement de statut;suspension
60710275;74;12/04/2021;;Changement de statut;archivé
60711128;46;20/10/1995;;Statut actif;statut actif
60712956;2;06/10/2015;;Changement de statut;actif
60712956;2;31/01/2017;;Changement de statut;actif
60712956;38;18/12/2014;;Changement de statut;suspension
60712956;38;19/07/2016;;Changement de statut;suspension
60712956;38;22/09/2016;;Changement de statut;suspension
60717355;33;17/09/2021;;Changement de statut;archivé
60720561;46;07/04/1995;;Statut actif;statut actif
60727189;33;08/03/2022;;Changement de statut;archivé
60728775;33;06/02/2020;;Changement de statut;archivé
60730064;33;11/08/2021;;Changement de statut;archivé
60736188;59;12/06/2007;;Changement de procédure;changement de procédure
60739234;33;25/03/2021;;Changement de statut;archivé
60742935;33;13/05/2019;;Changement de statut;archivé
60742935;46;08/03/1993;;Statut actif;statut actif
60743994;59;28/04/2011;;Changement de procédure;changement de procédure
60744612;46;10/12/1997;;Statut actif;statut actif
60747996;59;15/04/2015;;Changement de procédure;changement de procédure
60748062;59;17/02/2011;;Changement de procédure;changement de procédure
60755562;59;02/06/2017;;Changement de procédure;changement de procédure
60756034;74;07/11/2022;;Changement de statut;archivé
60756600;46;28/05/1996;;Statut actif;statut actif
60762795;46;26/11/1997;;Statut actif;statut actif
60763655;33;06/05/2021;;Changement de statut;archivé
60764337;59;16/12/2009;;Changement de procédure;changement de procédure
60774947;33;06/02/2020;;Changement de statut;archivé
60781361;74;30/03/2021;;Changement de statut;archivé
60782303;59;02/06/2017;;Changement de procédure;changement de procédure
60782552;33;20/12/2021;;Changement de statut;archivé
60784674;46;07/04/2011;;Statut actif;statut actif
60786337;33;14/04/2020;;Changement de statut;archivé
60786337;74;12/06/2021;;Changement de statut;archivé
60787542;33;28/12/2017;;Changement de statut;archivé
60789276;33;30/06/2020;;Changement de statut;archivé
60791672;59;16/01/2008;;Changement de procédure;changement de procédure
60795400;74;26/01/2021;;Changement de statut;archivé
60798567;46;14/06/1996;;Statut actif;statut actif
60803822;33;13/10/2020;;Changement de statut;archivé
60805307;2;16/02/2016;;Changement de statut;actif
60805307;38;18/12/2014;;Changement de statut;suspension
60805638;46;30/12/1997;;Statut actif;statut actif
60811833;46;30/10/1996;;Statut actif;statut actif
60832521;46;05/12/1997;;Statut actif;statut actif
60832749;33;14/06/2021;;Changement de statut;archivé
60834757;74;01/02/2021;;Changement de statut;archivé
60835243;33;08/09/2020;;Changement de statut;archivé
60840614;46;17/12/1996;;Statut actif;statut actif
60845223;46;09/10/1996;;Statut actif;statut actif
60848479;33;22/02/2021;;Changement de statut;archivé
60852004;59;09/01/2012;;Changement de procédure;changement de procédure
60852495;46;20/06/1986;;Statut actif;statut actif
60855566;33;19/01/2022;;Changement de statut;archivé
60862443;46;22/04/1987;;Statut actif;statut actif
60877502;46;29/03/1999;;Statut actif;statut actif
60890841;33;03/11/2020;;Changement de statut;archivé
60894334;46;09/02/1998;;Statut actif;statut actif
60895831;59;30/04/2007;;Changement de procédure;changement de procédure
60896424;33;06/01/2021;;Changement de statut;archivé
60897889;2;31/05/2017;;Changement de statut;actif
60897889;38;20/11/2015;;Changement de statut;suspension
60900520;38;03/10/2022;;Changement de statut;suspension
60911036;46;12/08/1996;;Statut actif;statut actif
60914025;59;06/06/2018;;Changement de procédure;changement de procédure
60914559;46;28/03/1995;;Statut actif;statut actif
60916357;46;06/04/1998;;Statut actif;statut actif
60928936;46;18/11/1997;;Statut actif;statut actif
60929447;46;12/08/1982;;Statut actif;statut actif
60935279;59;08/09/2005;;Changement de procédure;changement de procédure
60937287;59;01/12/2005;;Changement de procédure;changement de procédure
60940333;46;23/08/1995;;Statut actif;statut actif
60940721;46;13/08/1997;;Statut actif;statut actif
60941894;46;26/05/1997;;Statut actif;statut actif
60945191;46;17/12/2015;;Statut actif;statut actif
60945259;46;06/12/1995;;Statut actif;statut actif
60954219;33;31/12/2022;;Changement de statut;archivé
60955100;33;19/10/2020;;Changement de statut;archivé
60957471;46;08/12/1997;;Statut actif;statut actif
60962707;33;20/12/2021;;Changement de statut;archivé
60968585;33;19/12/2022;;Changement de statut;archivé
60975672;46;29/11/1990;;Statut actif;statut actif
60978355;46;02/11/1982;;Statut actif;statut actif
60978476;33;23/03/2021;;Changement de statut;archivé
60982072;33;21/12/2021;;Changement de statut;archivé
60985314;33;18/10/2019;;Changement de statut;archivé
60985314;46;07/02/1992;;Statut actif;statut actif
60988157;46;01/07/1991;;Statut actif;statut actif
60988883;46;17/10/1996;;Statut actif;statut actif
60989800;33;15/09/2020;;Changement de statut;archivé
60996766;46;25/11/1996;;Statut actif;statut actif
60997900;46;02/06/1997;;Statut actif;statut actif
61000495;46;23/08/1995;;Statut actif;statut actif
61003712;33;12/02/2020;;Changement de statut;archivé
61004636;74;31/07/2021;;Changement de statut;archivé
61009850;46;15/02/1991;;Statut actif;statut actif
61009918;46;03/03/1995;;Statut actif;statut actif
61016624;46;05/12/1997;;Statut actif;statut actif
61022591;59;17/12/2008;;Changement de procédure;changement de procédure
61026771;46;22/08/1990;;Statut actif;statut actif
61037294;46;16/09/1996;;Statut actif;statut actif
61041022;33;12/02/2020;;Changement de statut;archivé
61041022;74;18/12/2020;;Changement de statut;archivé
61043653;59;20/05/2009;;Changement de procédure;changement de procédure
61049439;33;06/11/2020;;Changement de statut;archivé
61051162;46;18/09/1997;;Statut actif;statut actif
61051785;33;19/12/2022;;Changement de statut;archivé
61054685;46;30/03/2012;;Statut actif;statut actif
61061605;60;28/05/2021;;Changement de statut;archivé
61072758;46;10/01/1989;;Statut actif;statut actif
61078992;59;12/12/2006;;Changement de procédure;changement de procédure
61081853;33;02/04/2019;;Changement de statut;archivé
61086964;46;26/06/2019;;Statut actif;statut actif
61090998;33;07/09/2021;;Changement de statut;archivé
61091986;46;20/06/1997;;Statut actif;statut actif
61100093;46;20/06/1986;;Statut actif;statut actif
61105215;33;01/01/2019;;Changement de statut;archivé
61106121;46;04/08/1998;;Statut actif;statut actif
61126679;33;14/03/2019;;Changement de statut;archivé
61128477;33;19/12/2022;;Changement de statut;archivé
61133823;33;24/04/2020;;Changement de statut;archivé
61145900;74;08/07/2020;;Changement de statut;archivé
61155773;46;22/03/1983;;Statut actif;statut actif
61155773;59;07/10/2016;;Changement de procédure;changement de procédure
61162294;46;16/08/1988;;Statut actif;statut actif
61162305;33;12/09/2022;;Changement de statut;archivé
61162942;46;08/01/1996;;Statut actif;statut actif
61166549;59;25/10/2012;;Changement de procédure;changement de procédure
61168404;46;03/09/1997;;Statut actif;statut actif
61173013;59;15/04/2015;;Changement de procédure;changement de procédure
61189195;59;29/09/2006;;Changement de procédure;changement de procédure
61191716;46;26/01/1998;;Statut actif;statut actif
61202365;33;20/04/2021;;Changement de statut;archivé
61202365;46;21/08/1991;;Statut actif;statut actif
61204836;46;05/06/1990;;Statut actif;statut actif
61212594;46;22/04/1996;;Statut actif;statut actif
61212594;74;01/06/2022;;Changement de statut;archivé
61217812;59;21/04/2008;;Changement de procédure;changement de procédure
61226633;33;25/02/2022;;Changement de statut;archivé
61231388;46;30/09/1992;;Statut actif;statut actif
61232102;46;12/08/1996;;Statut actif;statut actif
61232547;33;10/06/2021;;Changement de statut;archivé
61233930;33;08/10/2021;;Changement de statut;archivé
61235109;46;25/09/1995;;Statut actif;statut actif
61237035;46;31/07/1996;;Statut actif;statut actif
61243216;46;11/09/1995;;Statut actif;statut actif
61247741;33;24/12/1996;;Changement de statut;archivé
61247741;46;16/12/1997;;Statut actif;statut actif
61249190;46;03/10/1996;;Statut actif;statut actif
61252667;46;17/06/1987;;Statut actif;statut actif
61258104;33;28/09/2020;;Changement de statut;archivé
61258225;59;24/05/2019;;Changement de procédure;changement de procédure
61264153;46;22/07/1992;;Statut actif;statut actif
61266250;46;12/03/1998;;Statut actif;statut actif
61268098;33;09/11/2022;;Changement de statut;archivé
61269645;46;30/03/1989;;Statut actif;statut actif
61272488;59;02/04/2010;;Changement de procédure;changement de procédure
61273202;33;28/10/2020;;Changement de statut;archivé
61273202;46;12/09/1991;;Statut actif;statut actif
61276643;33;22/02/2021;;Changement de statut;archivé
61285788;46;25/11/1991;;Statut actif;statut actif
61285788;74;29/11/2022;;Changement de statut;archivé
61291531;46;21/01/1998;;Statut actif;statut actif
61296838;33;09/11/2022;;Changement de statut;archivé
61305746;33;16/11/2021;;Changement de statut;archivé
61308525;46;17/04/1991;;Statut actif;statut actif
61312160;33;06/02/2020;;Changement de statut;archivé
61315306;59;30/06/2011;;Changement de procédure;changement de procédure
61320545;33;26/01/2022;;Changement de statut;archivé
61324091;59;04/09/2006;;Changement de procédure;changement de procédure
61329220;46;26/10/1995;;Statut actif;statut actif
61330596;46;31/12/1997;;Statut actif;statut actif
61331730;46;03/02/1995;;Statut actif;statut actif
61332857;46;03/09/1997;;Statut actif;statut actif
61333521;46;08/02/1982;;Statut actif;statut actif
61333521;59;12/01/2021;;Changement de procédure;changement de procédure
61339620;33;02/10/2020;;Changement de statut;archivé
61342591;33;08/02/2021;;Changement de statut;archivé
61342890;2;21/10/2015;;Changement de statut;actif
61342890;33;02/12/2021;;Changement de statut;archivé
61342890;38;18/12/2014;;Changement de statut;suspension
61359427;46;17/01/2020;;Statut actif;statut actif
61360073;46;02/06/1997;;Statut actif;statut actif
61360123;74;09/07/2022;;Changement de statut;archivé
61368020;46;28/10/1993;;Statut actif;statut actif
61375837;33;23/06/2021;;Changement de statut;archivé
61378655;46;09/03/2017;;Statut actif;statut actif
61380058;33;20/01/2022;;Changement de statut;archivé
61380058;46;18/12/1997;;Statut actif;statut actif
61381943;2;10/02/2010;;Changement de statut;actif
61381943;38;12/01/2010;;Changement de statut;suspension
61383855;46;30/09/1992;;Statut actif;statut actif
61386381;46;21/03/1983;;Statut actif;statut actif
61386709;33;26/07/2018;;Changement de statut;archivé
61391268;46;30/12/1991;;Statut actif;statut actif
61397901;46;08/04/1991;;Statut actif;statut actif
61400094;46;17/11/1997;;Statut actif;statut actif
61402227;33;05/10/2020;;Changement de statut;archivé
61403425;59;17/11/2011;;Changement de procédure;changement de procédure
61404858;46;24/01/1996;;Statut actif;statut actif
61405134;46;12/09/1991;;Statut actif;statut actif
61406236;46;07/04/2011;;Statut actif;statut actif
61407060;33;19/12/2022;;Changement de statut;archivé
61411685;59;16/01/2008;;Changement de procédure;changement de procédure
61412919;74;25/11/2022;;Changement de statut;archivé
61421786;46;25/11/1991;;Statut actif;statut actif
61429046;46;02/07/1996;;Statut actif;statut actif
61438732;46;21/08/1991;;Statut actif;statut actif
61446889;33;23/06/2021;;Changement de statut;archivé
61448203;46;29/11/1996;;Statut actif;statut actif
61459178;46;06/12/1995;;Statut actif;statut actif
61460248;74;10/07/2021;;Changement de statut;archivé
61465932;33;01/12/2020;;Changement de statut;archivé
61467730;46;30/11/1992;;Statut actif;statut actif
61475588;46;10/11/1989;;Statut actif;statut actif
61476925;59;25/08/2015;;Changement de procédure;changement de procédure
61480724;33;11/02/2021;;Changement de statut;archivé
61482903;33;02/07/2021;;Changement de statut;archivé
61490049;46;16/09/1986;;Statut actif;statut actif
61490049;59;16/06/2017;;Changement de procédure;changement de procédure
61496251;46;01/12/1986;;Statut actif;statut actif
61500529;33;02/12/2021;;Changement de statut;archivé
61500746;46;18/11/1997;;Statut actif;statut actif
61501816;33;17/03/2022;;Changement de statut;archivé
61501816;46;04/12/1997;;Statut actif;statut actif
61502971;59;17/06/2008;;Changement de procédure;changement de procédure
61505095;59;16/06/2017;;Changement de procédure;changement de procédure
61510352;46;06/12/1990;;Statut actif;statut actif
61513124;33;23/12/2019;;Changement de statut;archivé
61515189;33;09/11/2022;;Changement de statut;archivé
61517592;46;30/12/1997;;Statut actif;statut actif
61519586;46;16/08/1988;;Statut actif;statut actif
61520834;46;31/12/1997;;Statut actif;statut actif
61520834;74;01/06/2021;;Changement de statut;archivé
61521103;46;07/01/1997;;Statut actif;statut actif
61522753;46;31/12/1997;;Statut actif;statut actif
61527857;59;06/02/2013;;Changement de procédure;changement de procédure
61541821;33;08/10/2021;;Changement de statut;archivé
61541821;38;17/02/2021;;Changement de statut;suspension
61547571;46;28/10/1987;;Statut actif;statut actif
61548837;46;17/12/1997;;Statut actif;statut actif
61551064;46;02/05/1997;;Statut actif;statut actif
61556531;74;02/03/2021;;Changement de statut;archivé
61561635;46;02/12/1991;;Statut actif;statut actif
61564097;46;23/12/1996;;Statut actif;statut actif
61568462;59;30/11/2012;;Changement de procédure;changement de procédure
61572941;46;29/07/1985;;Statut actif;statut actif
61580888;33;21/06/2022;;Changement de statut;archivé
61587466;33;06/02/2020;;Changement de statut;archivé
61587466;74;20/07/2021;;Changement de statut;archivé
61587822;46;31/12/1990;;Statut actif;statut actif
61598530;46;01/10/1990;;Statut actif;statut actif
61601542;46;04/03/1998;;Statut actif;statut actif
61605665;46;30/12/1991;;Statut actif;statut actif
61606614;46;26/08/2003;;Statut actif;statut actif
61609158;33;16/02/2022;;Changement de statut;archivé
61615435;46;16/12/2011;;Statut actif;statut actif
61621580;74;29/12/2021;;Changement de statut;archivé
61624263;74;01/06/2019;;Changement de statut;archivé
61644230;46;29/09/1997;;Statut actif;statut actif
61645058;46;27/09/1984;;Statut actif;statut actif
61645058;59;07/12/2017;;Changement de procédure;changement de procédure
61651634;46;18/12/1990;;Statut actif;statut actif
61654491;59;15/04/2009;;Changement de procédure;changement de procédure
61674405;74;01/09/2021;;Changement de statut;archivé
61675902;46;23/08/1995;;Statut actif;statut actif
61676413;33;19/01/2021;;Changement de statut;archivé
61683272;2;06/10/2015;;Changement de statut;actif
61683272;38;05/02/2015;;Changement de statut;suspension
61684869;59;21/04/2010;;Changement de procédure;changement de procédure
61685323;46;05/01/1996;;Statut actif;statut actif
61693409;33;15/09/2020;;Changement de statut;archivé
61697400;46;16/09/1986;;Statut actif;statut actif
61697400;59;16/06/2017;;Changement de procédure;changement de procédure
61697763;33;29/10/2019;;Changement de statut;archivé
61703935;33;07/09/2020;;Changement de statut;archivé
61704193;74;01/11/2022;;Changement de statut;archivé
61707595;59;28/05/2015;;Changement de procédure;changement de procédure
61709621;33;09/09/2021;;Changement de statut;archivé
61710919;59;25/05/2020;;Changement de procédure;changement de procédure
61713388;33;17/10/2022;;Changement de statut;archivé
61713477;46;27/09/1990;;Statut actif;statut actif
61722191;46;22/07/1982;;Statut actif;statut actif
61724146;33;21/01/2019;;Changement de statut;archivé
61729093;46;03/02/1997;;Statut actif;statut actif
61732488;46;18/12/1997;;Statut actif;statut actif
61738808;33;16/06/2022;;Changement de statut;archivé
61747892;33;15/10/2021;;Changement de statut;archivé
61748827;33;22/06/2020;;Changement de statut;archivé
61750511;46;12/12/1997;;Statut actif;statut actif
61751079;46;06/12/1995;;Statut actif;statut actif
61765417;33;08/10/2021;;Changement de statut;archivé
61765417;38;17/02/2021;;Changement de statut;suspension
61766832;74;14/11/2021;;Changement de statut;archivé
61768776;33;06/12/2021;;Changement de statut;archivé
61774341;46;31/03/1992;;Statut actif;statut actif
61777782;46;13/09/1995;;Statut actif;statut actif
61784054;33;18/05/2021;;Changement de statut;archivé
61785131;33;08/04/2022;;Changement de statut;archivé
61786112;46;21/09/1998;;Statut actif;statut actif
61801023;46;27/09/1984;;Statut actif;statut actif
61801023;59;07/12/2017;;Changement de procédure;changement de procédure
61801799;33;28/07/2020;;Changement de statut;archivé
61817860;2;24/01/1995;;Changement de statut;actif
61817860;38;23/06/1992;;Changement de statut;suspension
61817860;46;24/01/1995;;Statut actif;statut actif
61823226;74;01/02/2022;;Changement de statut;archivé
61823653;59;09/07/2010;;Changement de procédure;changement de procédure
61829364;33;06/01/2020;;Changement de statut;archivé
61832054;2;10/02/2010;;Changement de statut;actif
61832054;38;12/01/2010;;Changement de statut;suspension
61836202;33;17/12/2021;;Changement de statut;archivé
61837197;33;23/10/2020;;Changement de statut;archivé
61838744;33;21/12/2020;;Changement de statut;archivé
61838819;33;06/01/2020;;Changement de statut;archivé
61848140;46;31/12/1997;;Statut actif;statut actif
61848891;46;16/12/1997;;Statut actif;statut actif
61851777;46;24/06/1996;;Statut actif;statut actif
61851777;59;06/07/2006;;Changement de procédure;changement de procédure
61855722;46;31/12/1997;;Statut actif;statut actif
61856062;46;19/01/1998;;Statut actif;statut actif
61856062;74;24/11/2019;;Changement de statut;archivé
61875867;33;15/11/2018;;Changement de statut;archivé
61876410;46;12/01/1994;;Statut actif;statut actif
61878361;46;06/08/1996;;Statut actif;statut actif
61881699;59;28/05/2015;;Changement de procédure;changement de procédure
61883472;46;17/04/1991;;Statut actif;statut actif
61889112;33;17/11/2022;;Changement de statut;archivé
61889660;46;05/08/1996;;Statut actif;statut actif
61890004;46;10/12/1997;;Statut actif;statut actif
61893438;2;24/07/2015;;Changement de statut;actif
61893438;38;18/12/2014;;Changement de statut;suspension
61896473;59;12/06/2013;;Changement de procédure;changement de procédure
61896498;74;09/03/2021;;Changement de statut;archivé
61898734;46;11/02/1992;;Statut actif;statut actif
61908153;33;30/06/2020;;Changement de statut;archivé
61912155;59;14/05/2020;;Changement de procédure;changement de procédure
