Code_CIS;Code_CIP13;Code_Evnt_Pres;Date_Evnt_Pres;Evnt_Pres
60002283;3400949497294;15;16/03/2011;Déclaration de commercialisation
60002283;3400949497706;15;19/09/2011;Déclaration de commercialisation
60002504;3400933208639;15;03/12/2003;Déclaration de commercialisation
60002504;3400933208639;16;25/09/2019;Déclaration d'arrêt de commercialisation
60003620;3400936963504;15;30/11/2006;Déclaration de commercialisation
60004277;3400936145825;15;11/06/2003;Déclaration de commercialisation
60004487;3400939725192;15;12/12/2011;Déclaration de commercialisation
60004505;3400955074199;15;21/10/2021;Déclaration de commercialisation
60004932;3400930116791;15;21/11/2022;Déclaration de commercialisation
60005856;3400935510259;15;25/03/2004;Déclaration de commercialisation
60007437;3400949444137;15;08/05/2012;Déclaration de commercialisation
60007437;3400949444946;15;08/05/2012;Déclaration de commercialisation
60007960;3400936377554;15;04/04/2005;Déclaration de commercialisation
60008724;3400930168592;15;25/08/2021;Déclaration de commercialisation
60008845;3400932363704;15;19/05/1964;Déclaration de commercialisation
60008845;3400932363872;15;19/05/1964;Déclaration de commercialisation
60008927;3400939787237;15;01/08/2012;Déclaration de commercialisation
60008927;3400939787237;16;02/04/2019;Déclaration d'arrêt de commercialisation
60009573;3400930167298;15;10/06/2021;Déclaration de commercialisation
60009573;3400930167304;15;26/07/2019;Déclaration de commercialisation
60009573;3400930167304;16;28/06/2021;Déclaration d'arrêt de commercialisation
60010084;3400955060598;15;17/06/2019;Déclaration de commercialisation
60010166;3400936694651;15;03/04/2006;Déclaration de commercialisation
60010885;3400938093346;15;14/04/2009;Déclaration de commercialisation
60010967;3400933783310;15;19/01/1997;Déclaration de commercialisation
60014894;3400926617110;15;10/03/2015;Déclaration de commercialisation
60016308;3400937405942;15;30/10/2006;Déclaration de commercialisation
60016589;3400936571204;15;01/02/2006;Déclaration de commercialisation
60018088;3400936513303;15;13/06/2006;Déclaration de commercialisation
60018088;3400956582013;15;13/06/2006;Déclaration de commercialisation
60018088;3400956582013;16;31/12/2022;Déclaration d'arrêt de commercialisation
60018444;3400930100998;15;23/05/2018;Déclaration de commercialisation
60018444;3400930100998;16;30/12/2020;Déclaration d'arrêt de commercialisation
60018444;3400930101001;15;06/01/2021;Déclaration de commercialisation
60018896;3400927943812;15;08/01/2015;Déclaration de commercialisation
60018896;3400927944123;15;08/01/2015;Déclaration de commercialisation
60019101;3400932029808;15;19/02/1979;Déclaration de commercialisation
60019329;3400930076514;15;11/05/2017;Déclaration de commercialisation
60019350;3400930020777;15;16/02/2016;Déclaration de commercialisation
60019350;3400930142516;15;18/02/2019;Déclaration de commercialisation
60019350;3400930199848;15;26/10/2020;Déclaration de commercialisation
60019350;3400930199855;15;14/12/2020;Déclaration de commercialisation
60019350;3400935650276;15;02/04/2002;Déclaration de commercialisation
60019813;3400930238530;15;01/03/2022;Déclaration de commercialisation
60019927;3400934874741;15;25/05/1999;Déclaration de commercialisation
60019927;3400956131211;15;19/07/1999;Déclaration de commercialisation
60019927;3400956131211;16;30/12/2021;Déclaration d'arrêt de commercialisation
60021127;3400934968174;15;13/03/2000;Déclaration de commercialisation
60021127;3400937383387;15;06/10/2015;Déclaration de commercialisation
60021216;3400930820339;15;19/01/1969;Déclaration de commercialisation
60021312;3400921658286;15;27/03/2013;Déclaration de commercialisation
60021771;3400926883607;15;04/12/2014;Déclaration de commercialisation
60021928;3400930173442;15;03/02/2020;Déclaration de commercialisation
60022275;3400935898845;15;16/04/2003;Déclaration de commercialisation
60023270;3400930167793;15;02/12/2019;Déclaration de commercialisation
60025054;3400927849688;15;19/05/2014;Déclaration de commercialisation
60025054;3400927849800;15;24/06/2014;Déclaration de commercialisation
60025314;3400930092651;15;24/08/2020;Déclaration de commercialisation
60025403;3400936485464;15;12/10/2011;Déclaration de commercialisation
60026957;3400936820982;15;24/11/2005;Déclaration de commercialisation
60026957;3400937016254;15;14/03/2006;Déclaration de commercialisation
60026957;3400938753318;15;25/11/2008;Déclaration de commercialisation
60027685;3400930098639;15;16/12/2017;Déclaration de commercialisation
60028050;3400938264913;15;11/04/2011;Déclaration de commercialisation
60028050;3400938264913;16;27/08/2021;Déclaration d'arrêt de commercialisation
60028495;3400936986046;15;01/09/2006;Déclaration de commercialisation
60028552;3400956511792;15;26/04/2004;Déclaration de commercialisation
60029394;3400930081273;15;17/11/2017;Déclaration de commercialisation
60029394;3400930081273;16;24/01/2022;Déclaration d'arrêt de commercialisation
60030699;3400955067535;15;01/06/2021;Déclaration de commercialisation
60030980;3400933993337;15;19/01/1997;Déclaration de commercialisation
60030980;3400933993337;16;11/06/2021;Déclaration d'arrêt de commercialisation
60031071;3400930043431;15;04/10/2016;Déclaration de commercialisation
60033510;3400956258451;15;19/12/1996;Déclaration de commercialisation
60034085;3400922108711;15;17/12/2012;Déclaration de commercialisation
60034644;3400931025863;15;19/01/1969;Déclaration de commercialisation
60034936;3400938415797;15;17/03/2009;Déclaration de commercialisation
60035461;3400922286358;15;12/11/2013;Déclaration de commercialisation
60035714;3400939730974;15;05/10/2012;Déclaration de commercialisation
60035924;3400949215539;15;26/08/2011;Déclaration de commercialisation
60037327;3400931011736;15;19/01/1949;Déclaration de commercialisation
60037380;3400930166772;15;27/08/2019;Déclaration de commercialisation
60037380;3400930166789;15;27/08/2019;Déclaration de commercialisation
60038468;3400921967920;15;04/08/2015;Déclaration de commercialisation
60040145;3400930957974;15;03/01/1920;Déclaration de commercialisation
60040145;3400930957974;16;15/12/2021;Déclaration d'arrêt de commercialisation
60040145;3400955326878;15;03/01/1920;Déclaration de commercialisation
60040469;3400934128264;15;23/09/2016;Déclaration de commercialisation
60040469;3400934128264;16;30/09/2019;Déclaration d'arrêt de commercialisation
60040469;3400936366848;15;23/01/2006;Déclaration de commercialisation
60040572;3400956450848;15;22/11/1996;Déclaration de commercialisation
60041560;3400949363940;15;25/04/2014;Déclaration de commercialisation
60043038;3400930089002;15;06/12/2018;Déclaration de commercialisation
60043038;3400955031413;15;24/12/2018;Déclaration de commercialisation
60043077;3400937982863;15;01/10/2007;Déclaration de commercialisation
60043248;3400930926758;15;19/01/1968;Déclaration de commercialisation
60043248;3400930926758;16;26/03/2018;Déclaration d'arrêt de commercialisation
60044492;3400926606343;15;03/10/2013;Déclaration de commercialisation
60044492;3400926606343;16;30/10/2020;Déclaration d'arrêt de commercialisation
60044784;3400941626104;15;12/09/2011;Déclaration de commercialisation
60044841;3400930180969;15;19/06/2020;Déclaration de commercialisation
60044987;3400927449864;15;06/01/2014;Déclaration de commercialisation
60045217;3400930021040;15;02/09/2016;Déclaration de commercialisation
60046529;3400930203910;15;29/03/2021;Déclaration de commercialisation
60046529;3400930203910;16;08/09/2022;Déclaration d'arrêt de commercialisation
60047143;3400932142798;15;19/02/1979;Déclaration de commercialisation
60047143;3400932142798;16;31/03/2022;Déclaration d'arrêt de commercialisation
60047182;3400936155640;15;04/09/2006;Déclaration de commercialisation
60047225;3400930212202;15;08/03/2021;Déclaration de commercialisation
60047271;3400934384066;15;19/09/1997;Déclaration de commercialisation
60047271;3400934384127;15;04/06/2009;Déclaration de commercialisation
60048672;3400938338294;15;26/12/2008;Déclaration de commercialisation
60049895;3400937335652;15;28/01/2008;Déclaration de commercialisation
60049895;3400939258331;15;22/12/2009;Déclaration de commercialisation
60049895;3400939258331;15;16/11/2012;Déclaration de commercialisation
60049895;3400939258331;16;30/04/2011;Déclaration d'arrêt de commercialisation
60051234;3400936182554;15;22/09/2003;Déclaration de commercialisation
60052254;3400956283293;15;01/05/2006;Déclaration de commercialisation
60053064;3400933418595;15;19/09/1992;Déclaration de commercialisation
60053064;3400933418595;15;10/01/2020;Déclaration de commercialisation
60053064;3400933418595;16;30/09/2015;Déclaration d'arrêt de commercialisation
60054312;3400930181461;15;14/09/2022;Déclaration de commercialisation
60054376;3400930118214;15;23/09/2019;Déclaration de commercialisation
60056815;3400935637789;15;05/07/2001;Déclaration de commercialisation
60056815;3400935637789;16;10/01/2022;Déclaration d'arrêt de commercialisation
60058008;3400937818193;15;14/08/2007;Déclaration de commercialisation
60058008;3400937818315;15;14/08/2007;Déclaration de commercialisation
60058008;3400938204421;15;21/01/2009;Déclaration de commercialisation
60058008;3400938204421;16;01/01/2020;Déclaration d'arrêt de commercialisation
60058378;3400936738287;15;01/12/2005;Déclaration de commercialisation
60058378;3400937875035;15;22/04/2021;Déclaration de commercialisation
60058517;3400934126253;15;19/11/1997;Déclaration de commercialisation
60058620;3400930144213;15;11/06/2019;Déclaration de commercialisation
60059081;3400933929404;15;19/09/1996;Déclaration de commercialisation
60061171;3400941588099;15;31/08/2012;Déclaration de commercialisation
60061449;3400957006471;15;14/11/2006;Déclaration de commercialisation
60061602;3400930022849;15;12/02/2016;Déclaration de commercialisation
60061709;3400949003167;15;28/02/2020;Déclaration de commercialisation
60061709;3400949003174;15;23/03/2020;Déclaration de commercialisation
60064527;3400949000555;15;27/11/2015;Déclaration de commercialisation
60064872;3400922012865;15;02/10/2012;Déclaration de commercialisation
60065198;3400938972559;15;25/02/2010;Déclaration de commercialisation
60065198;3400939082660;15;25/02/2010;Déclaration de commercialisation
60065294;3400926765002;15;08/03/2013;Déclaration de commercialisation
60065294;3400926765170;15;08/03/2013;Déclaration de commercialisation
60065390;3400930255148;15;03/01/2023;Déclaration de commercialisation
60067562;3400932448951;15;19/03/1983;Déclaration de commercialisation
60068002;3400930074848;15;07/09/2018;Déclaration de commercialisation
60068002;3400930105122;15;18/09/2018;Déclaration de commercialisation
60068034;3400930157046;15;04/11/2020;Déclaration de commercialisation
60068251;3400949001941;15;11/07/2019;Déclaration de commercialisation
60068251;3400949001941;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
60068333;3400949001736;15;13/07/2017;Déclaration de commercialisation
60068333;3400949001736;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
60069307;3400930206348;15;04/01/2021;Déclaration de commercialisation
60069307;3400930227275;15;20/10/2021;Déclaration de commercialisation
60069339;3400921861099;15;04/03/2013;Déclaration de commercialisation
60070359;3400930148334;15;20/08/2019;Déclaration de commercialisation
60070665;3400938152050;15;01/09/2008;Déclaration de commercialisation
60071190;3400937884310;15;13/08/2007;Déclaration de commercialisation
60071233;3400930157565;15;30/04/2019;Déclaration de commercialisation
60071233;3400930157565;16;31/03/2021;Déclaration d'arrêt de commercialisation
60071379;3400934243677;15;19/06/1997;Déclaration de commercialisation
60071952;3400937974998;15;01/01/2011;Déclaration de commercialisation
60071952;3400955903482;15;19/04/1996;Déclaration de commercialisation
60071952;3400955903482;16;31/12/2022;Déclaration d'arrêt de commercialisation
60072506;3400956156573;15;26/06/2009;Déclaration de commercialisation
60072506;3400956156573;16;24/07/2018;Déclaration d'arrêt de commercialisation
60073451;3400934201745;15;19/09/1997;Déclaration de commercialisation
60073608;3400922179339;15;03/10/2012;Déclaration de commercialisation
60073608;3400922179629;15;03/10/2012;Déclaration de commercialisation
60073907;3400949350124;15;15/02/2012;Déclaration de commercialisation
60073907;3400949350124;15;06/11/2015;Déclaration de commercialisation
60073907;3400949350124;16;25/03/2020;Déclaration d'arrêt de commercialisation
60073907;3400949350124;40;18/12/2014;Arrêt de Comm (Autorisation devenue inactive)
60073914;3400938358926;15;23/11/2009;Déclaration de commercialisation
60073960;3400930157596;15;23/05/2019;Déclaration de commercialisation
60074432;3400949000579;15;09/03/2016;Déclaration de commercialisation
60074432;3400949000586;15;17/03/2016;Déclaration de commercialisation
60074795;3400955003090;15;18/10/2016;Déclaration de commercialisation
60074795;3400955003090;16;31/12/2021;Déclaration d'arrêt de commercialisation
60074795;3400955003106;15;18/10/2016;Déclaration de commercialisation
60074795;3400955003106;16;31/01/2022;Déclaration d'arrêt de commercialisation
60074795;3400955003113;15;18/10/2016;Déclaration de commercialisation
60074795;3400955003113;16;30/09/2021;Déclaration d'arrêt de commercialisation
60074795;3400955003120;15;18/10/2016;Déclaration de commercialisation
60074795;3400955003120;16;31/08/2021;Déclaration d'arrêt de commercialisation
60074795;3400955071969;15;03/11/2021;Déclaration de commercialisation
60074795;3400955071976;15;27/01/2022;Déclaration de commercialisation
60074795;3400955071990;15;30/09/2021;Déclaration de commercialisation
60074795;3400955072003;15;04/08/2021;Déclaration de commercialisation
60074934;3400955855774;15;19/03/1995;Déclaration de commercialisation
60075064;3400930121856;15;19/01/1927;Déclaration de commercialisation
60075192;3400938823486;15;09/12/2008;Déclaration de commercialisation
60075192;3400938823547;15;19/12/2008;Déclaration de commercialisation
60075192;3400938823547;16;02/04/2019;Déclaration d'arrêt de commercialisation
60075370;3400930189078;15;02/03/2020;Déclaration de commercialisation
60075370;3400930189078;16;19/11/2021;Déclaration d'arrêt de commercialisation
60075452;3400930032954;15;04/02/2016;Déclaration de commercialisation
60076860;3400930204979;15;24/02/2022;Déclaration de commercialisation
60077574;3400935297068;15;27/11/2000;Déclaration de commercialisation
60077574;3400935297129;15;23/04/2009;Déclaration de commercialisation
60078078;3400927810596;15;03/06/2016;Déclaration de commercialisation
60078765;3400930064504;15;03/06/2019;Déclaration de commercialisation
60078765;3400930064528;15;03/06/2019;Déclaration de commercialisation
60079721;3400949000876;15;08/11/2016;Déclaration de commercialisation
60079721;3400949000883;15;08/11/2016;Déclaration de commercialisation
60079721;3400949000883;16;03/07/2018;Déclaration d'arrêt de commercialisation
60080218;3400935881175;15;28/03/2002;Déclaration de commercialisation
60080232;3400957128340;15;10/12/2010;Déclaration de commercialisation
60082023;3400930143032;15;24/09/2018;Déclaration de commercialisation
60082062;3400936384019;15;03/07/2017;Déclaration de commercialisation
60082233;3400930180006;15;01/03/2023;Déclaration de commercialisation
60082233;3400930180013;15;01/03/2023;Déclaration de commercialisation
60082450;3400930243930;15;17/05/2022;Déclaration de commercialisation
60083132;3400939528304;15;03/11/2011;Déclaration de commercialisation
60083132;3400939528304;16;28/09/2020;Déclaration d'arrêt de commercialisation
60084049;3400933590550;15;19/05/1997;Déclaration de commercialisation
60085553;3400930201398;15;03/11/2020;Déclaration de commercialisation
60088834;3400930191477;15;12/10/2020;Déclaration de commercialisation
60088834;3400930191484;15;12/10/2020;Déclaration de commercialisation
60089217;3400958418563;15;10/12/2013;Déclaration de commercialisation
60089217;3400958418792;15;10/12/2013;Déclaration de commercialisation
60091086;3400921941784;15;02/04/2013;Déclaration de commercialisation
60092590;3400931724636;15;19/12/1974;Déclaration de commercialisation
60092811;3400949003846;15;28/05/2021;Déclaration de commercialisation
60093639;3400927459689;15;21/01/2014;Déclaration de commercialisation
60094125;3400938471977;15;19/02/2009;Déclaration de commercialisation
60095056;3400933926151;15;19/01/1996;Déclaration de commercialisation
60095056;3400933926151;16;22/03/2022;Déclaration d'arrêt de commercialisation
60095095;3400921801019;15;02/10/2012;Déclaration de commercialisation
60095526;3400938674033;15;27/04/2009;Déclaration de commercialisation
60095526;3400938674323;15;17/03/2021;Déclaration de commercialisation
60095729;3400934778896;15;01/09/2005;Déclaration de commercialisation
60095729;3400939933849;15;04/09/2013;Déclaration de commercialisation
60097203;3400926656430;15;10/07/2015;Déclaration de commercialisation
60097833;3400932613045;15;19/05/1984;Déclaration de commercialisation
60099738;3400936061637;15;13/03/2003;Déclaration de commercialisation
60099738;3400936061637;15;24/08/2010;Déclaration de commercialisation
60099738;3400936061637;16;30/11/2005;Déclaration d'arrêt de commercialisation
60099738;3400936061866;15;13/03/2003;Déclaration de commercialisation
60099738;3400936061866;15;24/08/2010;Déclaration de commercialisation
60099738;3400936061866;16;31/12/2005;Déclaration d'arrêt de commercialisation
60100877;3400932904587;15;19/06/1987;Déclaration de commercialisation
60101406;3400930234259;15;29/04/2022;Déclaration de commercialisation
60101406;3400930234266;15;29/04/2022;Déclaration de commercialisation
60105162;3400937792486;15;28/06/2007;Déclaration de commercialisation
60105568;3400955061977;15;25/10/2019;Déclaration de commercialisation
60106606;3400958383632;15;17/06/2013;Déclaration de commercialisation
60106848;3400921903416;15;01/02/2012;Déclaration de commercialisation
60106862;3400930207697;15;03/01/2022;Déclaration de commercialisation
60106862;3400930207703;15;03/01/2022;Déclaration de commercialisation
60107747;3400933927622;15;19/09/1995;Déclaration de commercialisation
60107932;3400933502492;15;19/03/1993;Déclaration de commercialisation
60107932;3400933502492;16;18/05/2022;Déclaration d'arrêt de commercialisation
60107932;3400933502553;15;19/10/1993;Déclaration de commercialisation
60107932;3400933502553;16;12/05/2022;Déclaration d'arrêt de commercialisation
60108518;3400930068960;15;11/09/2018;Déclaration de commercialisation
60108678;3400937498913;15;08/08/2007;Déclaration de commercialisation
60108870;3400935149237;15;03/03/2000;Déclaration de commercialisation
60108870;3400935149237;15;22/10/2012;Déclaration de commercialisation
60108870;3400935149237;16;28/02/2005;Déclaration d'arrêt de commercialisation
60108870;3400935149237;40;18/11/2020;Arrêt de Comm (Autorisation devenue inactive)
60109303;3400930076163;15;11/12/2017;Déclaration de commercialisation
60109303;3400930076163;16;01/08/2020;Déclaration d'arrêt de commercialisation
60110031;3400936959941;15;02/04/2006;Déclaration de commercialisation
60110031;3400936959941;16;11/05/2020;Déclaration d'arrêt de commercialisation
60110031;3400936960190;15;02/04/2006;Déclaration de commercialisation
60110031;3400936960190;16;12/04/2019;Déclaration d'arrêt de commercialisation
60110031;3400938315752;15;14/01/2011;Déclaration de commercialisation
60110031;3400938316063;15;14/01/2011;Déclaration de commercialisation
60110896;3400930118757;15;12/11/2019;Déclaration de commercialisation
60111101;3400938674842;15;11/02/2009;Déclaration de commercialisation
60111197;3400935931245;15;14/01/2005;Déclaration de commercialisation
60111471;3400930173848;15;12/10/2020;Déclaration de commercialisation
60111471;3400930173855;15;12/10/2020;Déclaration de commercialisation
60111553;3400930224397;15;22/02/2023;Déclaration de commercialisation
60111813;3400936745322;15;12/12/2005;Déclaration de commercialisation
60113814;3400930147238;15;26/07/2021;Déclaration de commercialisation
60113814;3400930147252;15;27/07/2021;Déclaration de commercialisation
60116447;3400937471657;15;06/07/2006;Déclaration de commercialisation
60116447;3400937471947;15;05/08/2008;Déclaration de commercialisation
60116810;3400926808907;15;12/05/2015;Déclaration de commercialisation
60116810;3400926809157;15;12/05/2015;Déclaration de commercialisation
60118715;3400930258972;15;19/06/1956;Déclaration de commercialisation
60120709;3400937909594;15;04/03/2010;Déclaration de commercialisation
60120812;3400957269029;15;22/04/2009;Déclaration de commercialisation
60120812;3400957269029;16;31/05/2018;Déclaration d'arrêt de commercialisation
60120812;3400957269197;15;23/01/2009;Déclaration de commercialisation
60120812;3400957269197;16;30/04/2019;Déclaration d'arrêt de commercialisation
60120812;3400957269258;15;12/12/2008;Déclaration de commercialisation
60120812;3400957269258;16;30/09/2018;Déclaration d'arrêt de commercialisation
60122628;3400922313993;15;13/05/2013;Déclaration de commercialisation
60122628;3400922314594;15;13/05/2013;Déclaration de commercialisation
60122699;3400930208571;15;01/03/2022;Déclaration de commercialisation
60122717;3400930085523;15;29/05/2019;Déclaration de commercialisation
60123363;3400939201030;15;20/09/2010;Déclaration de commercialisation
60123979;3400936764132;15;20/06/2005;Déclaration de commercialisation
60123979;3400936764132;16;05/03/2018;Déclaration d'arrêt de commercialisation
60124020;3400956217878;15;29/09/1999;Déclaration de commercialisation
60124472;3400930218402;15;14/04/2021;Déclaration de commercialisation
60124472;3400930218419;15;14/04/2021;Déclaration de commercialisation
60124999;3400922457116;15;24/12/2014;Déclaration de commercialisation
60125777;3400930164198;15;22/02/2021;Déclaration de commercialisation
60125777;3400930187821;15;08/10/2021;Déclaration de commercialisation
60126377;3400936123533;15;13/06/2003;Déclaration de commercialisation
60126594;3400927603822;15;17/09/2015;Déclaration de commercialisation
60126612;3400930084090;15;01/12/2017;Déclaration de commercialisation
60126982;3400930110836;15;27/05/2020;Déclaration de commercialisation
60127671;3400930031186;15;24/03/2016;Déclaration de commercialisation
60128339;3400930165393;15;03/07/2019;Déclaration de commercialisation
60129665;3400936595736;15;05/04/2006;Déclaration de commercialisation
60129665;3400936595736;16;16/05/2019;Déclaration d'arrêt de commercialisation
60129957;3400930020364;15;26/10/2016;Déclaration de commercialisation
60130062;3400938121124;15;31/03/2011;Déclaration de commercialisation
60130386;3400930531556;15;19/04/1960;Déclaration de commercialisation
60130742;3400936477650;15;10/04/2007;Déclaration de commercialisation
60130742;3400936477650;16;29/08/2019;Déclaration d'arrêt de commercialisation
60130742;3400936477889;15;10/04/2007;Déclaration de commercialisation
60130742;3400936477889;16;30/01/2019;Déclaration d'arrêt de commercialisation
60130906;3400939645087;15;03/03/2010;Déclaration de commercialisation
60130906;3400939645087;16;30/06/2020;Déclaration d'arrêt de commercialisation
60130906;3400939645667;15;03/03/2010;Déclaration de commercialisation
60130906;3400939645667;16;30/06/2020;Déclaration d'arrêt de commercialisation
60131132;3400927887598;15;19/04/2021;Déclaration de commercialisation
60131132;3400927887598;16;17/03/2023;Déclaration d'arrêt de commercialisation
60131132;3400937932837;15;25/06/2013;Déclaration de commercialisation
60131132;3400937932837;16;27/04/2021;Déclaration d'arrêt de commercialisation
60131805;3400957738990;15;01/02/2011;Déclaration de commercialisation
60131805;3400957739652;15;01/02/2011;Déclaration de commercialisation
60132330;3400937023818;15;09/10/2006;Déclaration de commercialisation
60132330;3400939827599;15;13/12/2010;Déclaration de commercialisation
60132330;3400939827650;15;13/12/2010;Déclaration de commercialisation
60132572;3400933196240;15;15/06/2012;Déclaration de commercialisation
60132743;3400955801146;15;19/06/1993;Déclaration de commercialisation
60133432;3400941558054;15;07/11/2011;Déclaration de commercialisation
60133973;3400937186209;15;23/07/2009;Déclaration de commercialisation
60135981;3400935922021;15;22/04/2002;Déclaration de commercialisation
60135981;3400949500086;15;22/02/2016;Déclaration de commercialisation
60135981;3400949500086;25;22/07/2015;Distribution parallèle
60136439;3400930023655;15;11/12/2015;Déclaration de commercialisation
60137021;3400930245262;15;26/09/2022;Déclaration de commercialisation
60139257;3400930016527;15;06/10/2015;Déclaration de commercialisation
60139563;3400927851179;15;08/03/2017;Déclaration de commercialisation
60139563;3400927851469;15;06/01/2017;Déclaration de commercialisation
60140010;3400930084427;15;04/09/2017;Déclaration de commercialisation
60140882;3400930026991;15;13/04/2017;Déclaration de commercialisation
60141614;3400930170885;15;25/04/2019;Déclaration de commercialisation
60142043;3400938633801;15;03/03/2010;Déclaration de commercialisation
60142043;3400938633801;16;23/03/2020;Déclaration d'arrêt de commercialisation
60142043;3400938634112;15;04/03/2010;Déclaration de commercialisation
60142043;3400938634112;16;23/03/2020;Déclaration d'arrêt de commercialisation
60143654;3400930111536;15;30/03/2020;Déclaration de commercialisation
60144119;3400955089650;15;06/03/2023;Déclaration de commercialisation
60144464;3400928020116;15;29/12/2015;Déclaration de commercialisation
60145580;3400939416830;15;12/08/2010;Déclaration de commercialisation
60145580;3400939468297;15;13/09/2010;Déclaration de commercialisation
60145801;3400939072326;15;07/05/2009;Déclaration de commercialisation
60145801;3400939072326;16;04/05/2020;Déclaration d'arrêt de commercialisation
60145801;3400939072555;15;07/05/2009;Déclaration de commercialisation
60145801;3400939072555;16;31/05/2021;Déclaration d'arrêt de commercialisation
60148110;3400930237854;15;23/11/2022;Déclaration de commercialisation
60148167;3400939715377;15;26/10/2009;Déclaration de commercialisation
60148893;3400930221310;15;02/07/2021;Déclaration de commercialisation
60149276;3400957571795;15;24/01/2023;Déclaration de commercialisation
60149276;3400957584344;15;05/11/2009;Déclaration de commercialisation
60150015;3400930095669;15;06/05/2019;Déclaration de commercialisation
60150015;3400930095676;15;01/07/2019;Déclaration de commercialisation
60150015;3400930095676;16;01/12/2019;Déclaration d'arrêt de commercialisation
60150015;3400930095683;15;12/06/2019;Déclaration de commercialisation
60150015;3400930095683;16;01/12/2019;Déclaration d'arrêt de commercialisation
60150015;3400930095690;15;20/06/2019;Déclaration de commercialisation
60150015;3400930095690;16;01/12/2019;Déclaration d'arrêt de commercialisation
60150232;3400921791211;15;17/06/2015;Déclaration de commercialisation
60150232;3400921791211;16;30/08/2022;Déclaration d'arrêt de commercialisation
60150467;3400926674410;15;05/12/2012;Déclaration de commercialisation
60150467;3400926674410;16;26/02/2021;Déclaration d'arrêt de commercialisation
60150638;3400930219874;15;01/07/2021;Déclaration de commercialisation
60150830;3400949000241;15;16/07/2015;Déclaration de commercialisation
60150830;3400949000241;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
60150830;3400949020010;15;24/02/2014;Déclaration de commercialisation
60150830;3400949020010;40;01/01/2021;Arrêt de Comm (Autorisation devenue inactive)
60151124;3400927649028;15;20/04/2017;Déclaration de commercialisation
60151544;3400930082157;15;07/11/2019;Déclaration de commercialisation
60151544;3400930082188;15;07/11/2019;Déclaration de commercialisation
60151697;3400936179882;15;31/07/2003;Déclaration de commercialisation
60151843;3400955048879;15;30/11/2018;Déclaration de commercialisation
60152411;3400926721466;15;24/06/2013;Déclaration de commercialisation
60152436;3400934760457;15;11/01/1999;Déclaration de commercialisation
60152607;3400930109670;15;19/10/1963;Déclaration de commercialisation
60153239;3400956611898;15;09/11/2005;Déclaration de commercialisation
60153239;3400957937614;15;09/04/2013;Déclaration de commercialisation
60154017;3400949278404;15;29/04/2011;Déclaration de commercialisation
60154017;3400949279173;15;01/09/2011;Déclaration de commercialisation
60154024;3400937997072;15;15/12/2010;Déclaration de commercialisation
60154309;3400930617007;15;19/01/1989;Déclaration de commercialisation
60154743;3400930117330;15;24/08/2020;Déclaration de commercialisation
60155329;3400927693199;15;08/01/2015;Déclaration de commercialisation
60155329;3400955566823;15;19/06/1987;Déclaration de commercialisation
60155667;3400955966357;15;19/10/1997;Déclaration de commercialisation
60155788;3400935562067;15;09/11/2001;Déclaration de commercialisation
60155788;3400956311880;15;08/11/2001;Déclaration de commercialisation
60156089;3400938588293;15;02/08/2010;Déclaration de commercialisation
60156413;3400930147627;15;14/11/2018;Déclaration de commercialisation
60156413;3400930147634;15;14/11/2018;Déclaration de commercialisation
60158147;3400938337464;15;09/04/2008;Déclaration de commercialisation
60159128;3400937393324;15;22/10/2008;Déclaration de commercialisation
60159128;3400938790047;15;12/03/2010;Déclaration de commercialisation
60160479;3400930078884;15;26/03/2018;Déclaration de commercialisation
60160707;3400933525385;15;19/02/1995;Déclaration de commercialisation
60160835;3400930121528;15;19/04/2018;Déclaration de commercialisation
60161143;3400936153868;15;29/09/2003;Déclaration de commercialisation
60161143;3400936908673;15;29/01/2007;Déclaration de commercialisation
60162494;3400930048559;15;18/04/2017;Déclaration de commercialisation
60165394;3400930027356;15;07/04/2016;Déclaration de commercialisation
60165394;3400930027363;15;07/04/2016;Déclaration de commercialisation
60165857;3400941816130;15;23/03/2012;Déclaration de commercialisation
60165857;3400941816369;15;23/03/2012;Déclaration de commercialisation
60166980;3400927392351;15;13/12/2013;Déclaration de commercialisation
60166980;3400927392351;40;12/11/2018;Arrêt de Comm (Autorisation devenue inactive)
60168465;3400927405051;15;08/10/2013;Déclaration de commercialisation
60168465;3400927405341;15;08/10/2013;Déclaration de commercialisation
60168515;3400936346567;15;25/06/2004;Déclaration de commercialisation
60168515;3400936346628;15;13/04/2005;Déclaration de commercialisation
60170046;3400936133358;15;01/09/2003;Déclaration de commercialisation
60170224;3400939668901;15;29/09/2011;Déclaration de commercialisation
60172339;3400932912742;15;19/03/1989;Déclaration de commercialisation
60173715;3400930243596;15;09/03/2023;Déclaration de commercialisation
60173964;3400933594923;15;19/03/1994;Déclaration de commercialisation
60175591;3400930212141;15;15/07/2022;Déclaration de commercialisation
60175716;3400936581777;15;01/02/2006;Déclaration de commercialisation
60175972;3400932419685;15;19/03/1986;Déclaration de commercialisation
60176597;3400955088097;15;10/05/2022;Déclaration de commercialisation
60177044;3400937943833;15;01/09/2010;Déclaration de commercialisation
60177628;3400930180266;15;12/06/2020;Déclaration de commercialisation
60177628;3400930603109;15;19/01/1948;Déclaration de commercialisation
