Code_CIS;Code_Evnt_Spc;Date_Evnt_Spc;Date_Echeance;Type_Evnt_Spc;Evnt_Mar_Spc
67937133;996;23/09/2020;;Changement de statut;archivé
67938491;900;10/08/1993;;Statut actif;statut actif
67939789;900;14/11/1988;;Statut actif;statut actif
67940065;900;08/12/1997;;Statut actif;statut actif
67941758;992;03/10/2022;;Changement de statut;suspension
67947501;900;13/10/2016;;Statut actif;statut actif
67956742;900;27/07/1988;;Statut actif;statut actif
67959261;900;22/10/1986;;Statut actif;statut actif
67961853;900;15/09/1999;;Statut actif;statut actif
67961885;900;02/05/1997;;Statut actif;statut actif
67972376;996;01/04/2019;;Changement de statut;archivé
67976855;900;01/10/1997;;Statut actif;statut actif
67983159;996;20/05/2021;;Changement de statut;archivé
67983159;900;16/10/1996;;Statut actif;statut actif
67989646;996;19/10/2020;;Changement de statut;archivé
67997582;996;02/11/2020;;Changement de statut;archivé
68004215;900;06/08/1996;;Statut actif;statut actif
68013125;996;04/01/2021;;Changement de statut;archivé
68013125;998;31/05/2006;;Changement de procédure;changement de procédure
68027363;900;18/07/1983;;Statut actif;statut actif
68031874;900;25/11/1991;;Statut actif;statut actif
68035748;900;02/06/2009;;Statut actif;statut actif
68037368;900;02/05/1997;;Statut actif;statut actif
68037642;996;04/07/2022;;Changement de statut;archivé
68039248;900;04/07/1996;;Statut actif;statut actif
68039999;992;05/01/2023;;Changement de statut;suspension
68050650;996;03/07/2020;;Changement de statut;archivé
68050668;900;05/02/1996;;Statut actif;statut actif
68050732;900;28/08/1987;;Statut actif;statut actif
68054823;996;14/02/2022;;Changement de statut;archivé
68056436;998;15/01/2015;;Changement de procédure;changement de procédure
68056596;996;06/05/2021;;Changement de statut;archivé
68056596;900;16/12/1997;;Statut actif;statut actif
68058063;998;20/05/2009;;Changement de procédure;changement de procédure
68063822;993;28/06/2019;;Changement de statut;retiré
68063822;993;03/06/2019;;Changement de statut;retiré
68063822;995;03/06/2019;;Changement de statut;actif
68063822;900;24/06/1996;;Statut actif;statut actif
68066715;900;03/02/1995;;Statut actif;statut actif
68079933;996;22/05/2022;;Changement de statut;archivé
68080063;998;20/05/2009;;Changement de procédure;changement de procédure
68081208;900;06/11/1996;;Statut actif;statut actif
68081368;900;01/12/1993;;Statut actif;statut actif
68081674;900;30/12/1997;;Statut actif;statut actif
68083942;996;06/07/2022;;Changement de statut;archivé
68085911;998;20/10/2022;;Changement de procédure;changement de procédure
68088245;998;06/02/2013;;Changement de procédure;changement de procédure
68105513;900;25/11/1996;;Statut actif;statut actif
68107966;996;11/12/2021;;Changement de statut;archivé
68107966;900;22/02/1996;;Statut actif;statut actif
68108025;998;06/06/2018;;Changement de procédure;changement de procédure
68110962;996;02/12/2021;;Changement de statut;archivé
68113517;900;20/10/1995;;Statut actif;statut actif
68115945;996;07/09/2021;;Changement de statut;archivé
68117871;998;24/02/2010;;Changement de procédure;changement de procédure
68125576;900;04/03/1998;;Statut actif;statut actif
68133651;900;12/10/1988;;Statut actif;statut actif
68135556;998;20/03/2006;;Changement de procédure;changement de procédure
68138584;900;22/01/1991;;Statut actif;statut actif
68139323;900;10/12/1997;;Statut actif;statut actif
68139704;900;02/07/1996;;Statut actif;statut actif
68142440;900;10/12/1997;;Statut actif;statut actif
68144676;995;09/07/2015;;Changement de statut;actif
68144676;992;18/12/2014;;Changement de statut;suspension
68145550;998;19/10/2005;;Changement de procédure;changement de procédure
68147462;996;11/02/2022;;Changement de statut;archivé
68157307;996;21/12/2020;;Changement de statut;archivé
68163833;900;12/03/1998;;Statut actif;statut actif
68165033;995;10/12/2015;;Changement de statut;actif
68165033;992;18/12/2014;;Changement de statut;suspension
68173037;996;26/10/2020;;Changement de statut;archivé
68176955;996;16/09/2019;;Changement de statut;archivé
68178899;900;07/06/1996;;Statut actif;statut actif
68181322;996;11/01/2021;;Changement de statut;archivé
68182495;998;15/04/2015;;Changement de procédure;changement de procédure
68182666;900;10/12/1997;;Statut actif;statut actif
68196203;996;13/03/2020;;Changement de statut;archivé
68202115;900;12/08/1996;;Statut actif;statut actif
68211089;900;23/11/1998;;Statut actif;statut actif
68213325;996;12/03/2021;;Changement de statut;archivé
68213528;900;19/01/1998;;Statut actif;statut actif
68218639;996;10/12/2020;;Changement de statut;archivé
68232635;900;03/01/1990;;Statut actif;statut actif
68235154;996;10/10/2021;;Changement de statut;archivé
68243813;900;11/09/1995;;Statut actif;statut actif
68245006;900;22/01/1991;;Statut actif;statut actif
68255648;900;16/12/2011;;Statut actif;statut actif
68262525;900;04/08/1998;;Statut actif;statut actif
68262646;996;27/04/2021;;Changement de statut;archivé
68269288;900;04/06/1992;;Statut actif;statut actif
68269975;900;22/10/1986;;Statut actif;statut actif
68270422;900;01/10/1990;;Statut actif;statut actif
68274328;900;04/03/1998;;Statut actif;statut actif
68280975;900;11/02/1997;;Statut actif;statut actif
68286871;996;09/06/2022;;Changement de statut;archivé
68286871;900;17/12/1997;;Statut actif;statut actif
68296666;900;08/12/1997;;Statut actif;statut actif
68320366;996;19/08/2022;;Changement de statut;archivé
68330257;900;29/10/1986;;Statut actif;statut actif
68330403;998;11/01/2007;;Changement de procédure;changement de procédure
68330403;998;07/07/2006;;Changement de procédure;changement de procédure
68333591;996;07/11/2019;;Changement de statut;archivé
68338784;900;09/10/1996;;Statut actif;statut actif
68344004;995;09/07/2015;;Changement de statut;actif
68344004;992;18/12/2014;;Changement de statut;suspension
68349713;996;05/03/2022;;Changement de statut;archivé
68356259;996;23/10/2020;;Changement de statut;archivé
68362319;996;12/04/2022;;Changement de statut;archivé
68362550;900;08/12/1997;;Statut actif;statut actif
68364341;996;03/12/2021;;Changement de statut;archivé
68375131;900;28/08/1996;;Statut actif;statut actif
68379126;995;20/03/2017;;Changement de statut;actif
68379126;992;22/09/2016;;Changement de statut;suspension
68379126;992;27/07/2016;;Changement de statut;suspension
68379514;996;13/02/2018;;Changement de statut;archivé
68379514;900;16/04/1997;;Statut actif;statut actif
68383021;998;07/02/2011;;Changement de procédure;changement de procédure
68391071;998;19/10/2005;;Changement de procédure;changement de procédure
68393396;900;11/05/1998;;Statut actif;statut actif
68399755;996;09/06/2022;;Changement de statut;archivé
68401010;900;10/11/1989;;Statut actif;statut actif
68403755;996;11/07/2019;;Changement de statut;archivé
68415437;996;14/09/2020;;Changement de statut;archivé
68419097;996;16/07/2021;;Changement de statut;archivé
68428616;900;29/01/1998;;Statut actif;statut actif
68429141;900;09/02/1995;;Statut actif;statut actif
68435468;996;09/11/2021;;Changement de statut;archivé
68435557;996;25/01/2022;;Changement de statut;archivé
68437608;998;30/05/2022;;Changement de procédure;changement de procédure
68439865;996;30/11/2022;;Changement de statut;archivé
68446571;900;21/03/1983;;Statut actif;statut actif
68452567;995;09/07/2015;;Changement de statut;actif
68452567;992;18/12/2014;;Changement de statut;suspension
68454116;900;22/01/1991;;Statut actif;statut actif
68457482;900;03/12/1984;;Statut actif;statut actif
68460368;998;18/09/2012;;Changement de procédure;changement de procédure
68461541;900;16/12/1997;;Statut actif;statut actif
68463193;996;27/09/2019;;Changement de statut;archivé
68465155;996;16/02/2022;;Changement de statut;archivé
68466944;996;20/10/2022;;Changement de statut;archivé
68468710;996;17/12/2021;;Changement de statut;archivé
68470729;996;06/01/2020;;Changement de statut;archivé
68472961;900;30/01/1998;;Statut actif;statut actif
68473458;900;15/11/1994;;Statut actif;statut actif
68474250;996;02/03/2022;;Changement de statut;archivé
68481191;900;27/07/1988;;Statut actif;statut actif
68493418;996;06/01/2021;;Changement de statut;archivé
68494908;900;28/09/1989;;Statut actif;statut actif
68508343;996;16/12/2019;;Changement de statut;archivé
68513504;900;01/10/1990;;Statut actif;statut actif
68515843;900;09/02/1998;;Statut actif;statut actif
68516653;992;08/09/2022;;Changement de statut;suspension
68519336;993;28/06/2019;;Changement de statut;retiré
68519336;993;03/06/2019;;Changement de statut;retiré
68519336;995;03/06/2019;;Changement de statut;actif
68530375;996;25/03/2022;;Changement de statut;archivé
68530585;998;12/08/2009;;Changement de procédure;changement de procédure
68537836;900;18/09/1997;;Statut actif;statut actif
68550890;900;10/12/1991;;Statut actif;statut actif
68553502;996;31/10/2021;;Changement de statut;archivé
68565554;996;03/11/2020;;Changement de statut;archivé
68567217;996;19/02/2021;;Changement de statut;archivé
68567217;996;22/11/2019;;Changement de statut;archivé
68572748;900;22/08/1990;;Statut actif;statut actif
68574699;900;25/03/1991;;Statut actif;statut actif
68579162;900;12/02/1991;;Statut actif;statut actif
68583940;900;21/03/1996;;Statut actif;statut actif
68600838;996;26/01/2021;;Changement de statut;archivé
68600838;900;10/12/1997;;Statut actif;statut actif
68613433;996;25/01/2022;;Changement de statut;archivé
68613433;900;21/03/1983;;Statut actif;statut actif
68617360;900;21/01/1997;;Statut actif;statut actif
68628809;998;07/05/2007;;Changement de procédure;changement de procédure
68632565;900;27/07/1988;;Statut actif;statut actif
68635586;900;11/05/2020;;Statut actif;statut actif
68639727;996;20/12/2022;;Changement de statut;archivé
68640672;996;17/02/2022;;Changement de statut;archivé
68644051;996;11/08/2020;;Changement de statut;archivé
68644101;900;27/07/1988;;Statut actif;statut actif
68645071;996;21/12/2021;;Changement de statut;archivé
68648128;900;28/08/1987;;Statut actif;statut actif
68649778;900;06/12/1995;;Statut actif;statut actif
68673035;996;09/09/2020;;Changement de statut;archivé
68673035;900;18/11/1997;;Statut actif;statut actif
68675328;900;20/05/1996;;Statut actif;statut actif
68678872;900;03/07/1989;;Statut actif;statut actif
68691955;996;12/09/2022;;Changement de statut;archivé
68693244;900;20/06/1986;;Statut actif;statut actif
68696386;998;06/09/2006;;Changement de procédure;changement de procédure
68703172;900;29/01/1997;;Statut actif;statut actif
68711009;996;19/07/2021;;Changement de statut;archivé
68713704;996;08/07/2019;;Changement de statut;archivé
68714222;996;14/10/2020;;Changement de statut;archivé
68723723;900;11/12/1992;;Statut actif;statut actif
68729174;998;09/05/2017;;Changement de procédure;changement de procédure
68732658;998;25/08/2015;;Changement de procédure;changement de procédure
68739115;900;27/01/1997;;Statut actif;statut actif
68740295;900;11/12/1992;;Statut actif;statut actif
68754366;996;09/08/2021;;Changement de statut;archivé
68758674;900;20/01/1998;;Statut actif;statut actif
68760013;900;18/12/1997;;Statut actif;statut actif
68761542;900;09/03/2017;;Statut actif;statut actif
68762014;998;03/02/2006;;Changement de procédure;changement de procédure
68762676;996;16/07/2021;;Changement de statut;archivé
68785600;996;18/05/2021;;Changement de statut;archivé
68786410;996;19/07/2021;;Changement de statut;archivé
68789050;900;27/06/2019;;Statut actif;statut actif
68790106;996;15/09/2022;;Changement de statut;archivé
68791304;900;30/12/1997;;Statut actif;statut actif
68799614;900;11/08/1993;;Statut actif;statut actif
68802779;900;02/05/1997;;Statut actif;statut actif
68802989;900;09/03/1998;;Statut actif;statut actif
68805483;996;15/03/2018;;Changement de statut;archivé
68818192;900;19/10/1983;;Statut actif;statut actif
68820460;900;17/10/1996;;Statut actif;statut actif
68822739;996;23/11/2018;;Changement de statut;archivé
68828471;900;10/12/1991;;Statut actif;statut actif
68829541;900;16/12/2020;;Statut actif;statut actif
68844664;996;07/09/2021;;Changement de statut;archivé
68852682;900;08/01/1996;;Statut actif;statut actif
68853923;996;08/07/2019;;Changement de statut;archivé
68853923;900;15/05/1991;;Statut actif;statut actif
68865904;993;31/07/2019;;Changement de statut;retiré
68865904;992;08/02/2019;;Changement de statut;suspension
68865904;900;08/12/1993;;Statut actif;statut actif
68869347;900;08/01/1996;;Statut actif;statut actif
68871572;996;24/11/2021;;Changement de statut;archivé
68875332;900;30/12/1997;;Statut actif;statut actif
68878549;998;25/05/2009;;Changement de procédure;changement de procédure
68883635;996;26/08/2019;;Changement de statut;archivé
68884833;900;07/07/1997;;Statut actif;statut actif
68886179;900;02/11/1994;;Statut actif;statut actif
68901510;900;13/12/1989;;Statut actif;statut actif
68901873;998;25/05/2009;;Changement de procédure;changement de procédure
68907748;996;18/06/2020;;Changement de statut;archivé
68915556;996;01/06/2021;;Changement de statut;archivé
68919273;996;30/11/2021;;Changement de statut;archivé
68921769;900;08/08/1997;;Statut actif;statut actif
68925148;996;18/06/2021;;Changement de statut;archivé
68925148;900;04/12/1997;;Statut actif;statut actif
68925632;900;16/08/1994;;Statut actif;statut actif
68928062;996;08/01/2021;;Changement de statut;archivé
68928112;996;18/02/2022;;Changement de statut;archivé
68931884;900;27/07/1994;;Statut actif;statut actif
68936600;900;19/10/2015;;Statut actif;statut actif
68943502;998;16/03/2017;;Changement de procédure;changement de procédure
68943502;900;21/03/1983;;Statut actif;statut actif
68945421;996;18/09/2019;;Changement de statut;archivé
68947002;900;29/11/1990;;Statut actif;statut actif
68949551;998;28/05/2015;;Changement de procédure;changement de procédure
68953261;996;18/04/2021;;Changement de statut;archivé
68956599;996;20/02/2019;;Changement de statut;archivé
68957758;900;05/08/1996;;Statut actif;statut actif
68964585;900;25/11/1991;;Statut actif;statut actif
68967656;996;28/06/2021;;Changement de statut;archivé
68967656;900;25/11/1991;;Statut actif;statut actif
68968199;900;03/02/1997;;Statut actif;statut actif
68969066;900;08/04/1991;;Statut actif;statut actif
68973004;900;02/05/1997;;Statut actif;statut actif
68973367;996;16/11/2022;;Changement de statut;archivé
68976826;996;17/08/2021;;Changement de statut;archivé
68987922;998;27/10/2010;;Changement de procédure;changement de procédure
68994621;900;28/11/1996;;Statut actif;statut actif
68998922;900;29/01/1992;;Statut actif;statut actif
68999853;996;03/12/2021;;Changement de statut;archivé
69000764;998;13/01/2015;;Changement de procédure;changement de procédure
69005124;996;17/06/2021;;Changement de statut;archivé
69006105;998;19/03/2014;;Changement de procédure;changement de procédure
69009425;996;30/06/2021;;Changement de statut;archivé
69011611;996;06/02/2020;;Changement de statut;archivé
69015780;998;07/07/2011;;Changement de procédure;changement de procédure
69016925;998;10/03/2008;;Changement de procédure;changement de procédure
69018164;998;07/02/2011;;Changement de procédure;changement de procédure
69018634;996;01/07/2020;;Changement de statut;archivé
69024053;996;02/04/2019;;Changement de statut;archivé
69025080;998;28/04/2011;;Changement de procédure;changement de procédure
69026168;900;11/02/1997;;Statut actif;statut actif
69027277;900;27/07/1994;;Statut actif;statut actif
69033038;996;11/02/2020;;Changement de statut;archivé
69035345;996;21/06/2022;;Changement de statut;archivé
69040082;996;13/06/2022;;Changement de statut;archivé
69054954;900;27/11/1990;;Statut actif;statut actif
69056122;996;09/11/2022;;Changement de statut;archivé
69057548;996;01/08/2021;;Changement de statut;archivé
69057548;900;27/09/1982;;Statut actif;statut actif
69061176;900;05/01/1996;;Statut actif;statut actif
69063120;998;21/04/2010;;Changement de procédure;changement de procédure
69067955;996;11/01/2021;;Changement de statut;archivé
69069251;900;18/08/1988;;Statut actif;statut actif
69071238;996;29/03/2022;;Changement de statut;archivé
69075090;900;15/12/2021;;Statut actif;statut actif
69077294;998;14/11/2006;;Changement de procédure;changement de procédure
69077294;900;04/06/1998;;Statut actif;statut actif
69077942;900;28/10/1996;;Statut actif;statut actif
69081937;900;18/11/1997;;Statut actif;statut actif
69088885;900;20/06/2019;;Statut actif;statut actif
69091027;998;29/01/2013;;Changement de procédure;changement de procédure
69092403;998;22/08/2011;;Changement de procédure;changement de procédure
69112699;996;09/04/2021;;Changement de statut;archivé
69122316;996;28/02/2022;;Changement de statut;archivé
69122832;998;28/01/2009;;Changement de procédure;changement de procédure
69129129;996;24/03/2022;;Changement de statut;archivé
69129638;998;29/08/2011;;Changement de procédure;changement de procédure
69149676;900;26/01/1998;;Statut actif;statut actif
69149683;998;01/03/2016;;Changement de procédure;changement de procédure
69149943;900;15/05/1991;;Statut actif;statut actif
69153272;996;01/01/2021;;Changement de statut;archivé
69155907;998;05/03/2020;;Changement de procédure;changement de procédure
69164379;998;06/01/2006;;Changement de procédure;changement de procédure
69170503;900;14/06/1996;;Statut actif;statut actif
69175660;996;23/06/2021;;Changement de statut;archivé
69176431;900;01/10/2018;;Statut actif;statut actif
69185366;996;22/02/2021;;Changement de statut;archivé
69186151;998;06/06/2018;;Changement de procédure;changement de procédure
69200761;900;05/01/1996;;Statut actif;statut actif
69202221;996;01/07/2020;;Changement de statut;archivé
69206903;998;03/09/2010;;Changement de procédure;changement de procédure
69210848;900;11/12/1992;;Statut actif;statut actif
69218161;900;11/08/1987;;Statut actif;statut actif
69221111;900;26/09/1990;;Statut actif;statut actif
69223308;900;19/01/1998;;Statut actif;statut actif
69232606;996;28/01/2021;;Changement de statut;archivé
69232606;900;04/12/1997;;Statut actif;statut actif
69233327;900;02/03/1982;;Statut actif;statut actif
69235342;900;25/03/1991;;Statut actif;statut actif
69239390;900;19/05/1982;;Statut actif;statut actif
69242130;900;08/03/1993;;Statut actif;statut actif
69243008;996;10/03/2020;;Changement de statut;archivé
69245055;900;26/12/1995;;Statut actif;statut actif
69251791;900;28/05/1996;;Statut actif;statut actif
69253041;996;02/04/2022;;Changement de statut;archivé
69255195;900;01/03/1988;;Statut actif;statut actif
69261401;900;09/10/2020;;Statut actif;statut actif
69272860;995;27/12/2016;;Changement de statut;actif
69272860;992;22/09/2016;;Changement de statut;suspension
69272860;992;19/07/2016;;Changement de statut;suspension
69272860;995;21/08/2015;;Changement de statut;actif
69272860;992;18/12/2014;;Changement de statut;suspension
69273510;900;25/03/1991;;Statut actif;statut actif
69274765;996;18/11/2013;;Changement de statut;archivé
69276232;900;05/03/1998;;Statut actif;statut actif
69276588;998;05/09/2012;;Changement de procédure;changement de procédure
69279730;998;30/08/2012;;Changement de procédure;changement de procédure
69281119;900;01/07/1991;;Statut actif;statut actif
69281126;996;26/01/2022;;Changement de statut;archivé
69290698;900;28/06/1996;;Statut actif;statut actif
69294611;998;24/02/2010;;Changement de procédure;changement de procédure
69301899;998;16/12/2010;;Changement de procédure;changement de procédure
69303640;900;15/04/1996;;Statut actif;statut actif
69313759;900;25/05/2020;;Statut actif;statut actif
69317889;900;16/12/1997;;Statut actif;statut actif
69318101;996;30/07/2021;;Changement de statut;archivé
69318749;996;05/03/2018;;Changement de statut;archivé
69323760;900;23/01/1996;;Statut actif;statut actif
69335086;900;27/09/1982;;Statut actif;statut actif
69345098;900;05/02/1998;;Statut actif;statut actif
69346531;900;04/06/1996;;Statut actif;statut actif
69346606;996;12/11/2020;;Changement de statut;archivé
69352541;996;21/09/2021;;Changement de statut;archivé
69361469;900;01/09/1997;;Statut actif;statut actif
69373941;996;26/05/2021;;Changement de statut;archivé
69378155;900;12/12/1997;;Statut actif;statut actif
69381048;996;05/01/2023;;Changement de statut;archivé
69382100;992;17/02/2021;;Changement de statut;suspension
69382374;996;20/12/2022;;Changement de statut;archivé
69387574;996;05/12/2022;;Changement de statut;archivé
69396317;996;10/03/2020;;Changement de statut;archivé
69400922;996;16/12/2019;;Changement de statut;archivé
69410884;996;30/12/2022;;Changement de statut;archivé
69413460;996;14/05/2019;;Changement de statut;archivé
69414377;900;10/06/1987;;Statut actif;statut actif
69415162;996;03/05/2022;;Changement de statut;archivé
69415162;900;29/09/1997;;Statut actif;statut actif
69422057;995;25/01/2010;;Changement de statut;actif
69422057;996;24/11/2009;;Changement de statut;archivé
69422057;998;06/06/2006;;Changement de procédure;changement de procédure
69424357;900;23/09/1991;;Statut actif;statut actif
69435752;900;28/08/1996;;Statut actif;statut actif
69437098;900;29/06/1995;;Statut actif;statut actif
69442095;900;25/02/1997;;Statut actif;statut actif
69443208;996;01/01/2021;;Changement de statut;archivé
69443489;900;21/03/1997;;Statut actif;statut actif
69443560;900;01/02/1983;;Statut actif;statut actif
69443749;900;01/09/1997;;Statut actif;statut actif
69443806;998;25/05/2020;;Changement de procédure;changement de procédure
69445376;998;14/03/2006;;Changement de procédure;changement de procédure
69447459;996;12/08/2021;;Changement de statut;archivé
69449086;996;26/11/2019;;Changement de statut;archivé
69457193;900;07/07/2017;;Statut actif;statut actif
69458053;996;07/09/2020;;Changement de statut;archivé
69466146;998;09/09/2011;;Changement de procédure;changement de procédure
69470123;996;06/06/2019;;Changement de statut;archivé
69475939;998;19/10/2005;;Changement de procédure;changement de procédure
69484781;996;07/09/2021;;Changement de statut;archivé
69486152;996;28/09/2020;;Changement de statut;archivé
69492664;996;03/08/2020;;Changement de statut;archivé
69494455;998;19/10/2018;;Changement de procédure;changement de procédure
69496132;996;12/02/2021;;Changement de statut;archivé
69497177;900;15/12/1997;;Statut actif;statut actif
69497729;900;17/07/1997;;Statut actif;statut actif
69501476;900;07/03/1996;;Statut actif;statut actif
69501782;996;22/05/2019;;Changement de statut;archivé
69505147;998;19/05/2011;;Changement de procédure;changement de procédure
69505624;995;09/07/2015;;Changement de statut;actif
69505624;992;18/12/2014;;Changement de statut;suspension
69520658;900;02/09/1997;;Statut actif;statut actif
69521265;900;18/12/1997;;Statut actif;statut actif
69522794;900;18/12/1990;;Statut actif;statut actif
69537173;900;01/10/1986;;Statut actif;statut actif
69537376;996;31/05/2022;;Changement de statut;archivé
69537376;900;23/09/1991;;Statut actif;statut actif
69544933;900;05/08/1996;;Statut actif;statut actif
69547317;996;22/02/2019;;Changement de statut;archivé
69549916;996;19/12/2022;;Changement de statut;archivé
69552232;998;26/03/2012;;Changement de procédure;changement de procédure
69555100;900;23/01/1996;;Statut actif;statut actif
69556750;998;19/05/2011;;Changement de procédure;changement de procédure
69557432;998;09/07/2010;;Changement de procédure;changement de procédure
69565621;900;29/11/1996;;Statut actif;statut actif
69565895;900;28/06/2019;;Statut actif;statut actif
69567024;996;26/11/2021;;Changement de statut;archivé
69575220;900;29/12/1997;;Statut actif;statut actif
69575804;900;28/01/1991;;Statut actif;statut actif
69576201;996;02/06/2020;;Changement de statut;archivé
69578113;998;07/05/2018;;Changement de procédure;changement de procédure
69582275;996;22/10/2021;;Changement de statut;archivé
69584073;900;25/11/1988;;Statut actif;statut actif
69605749;900;29/11/1990;;Statut actif;statut actif
69606819;998;07/09/2012;;Changement de procédure;changement de procédure
69606865;900;26/04/1989;;Statut actif;statut actif
69610283;996;13/10/2022;;Changement de statut;archivé
69610283;900;27/07/1994;;Statut actif;statut actif
69610529;900;21/03/1996;;Statut actif;statut actif
69618515;900;23/09/1991;;Statut actif;statut actif
69619243;996;08/10/2021;;Changement de statut;archivé
69619243;992;17/02/2021;;Changement de statut;suspension
69624258;996;28/10/2020;;Changement de statut;archivé
69630186;900;05/12/1996;;Statut actif;statut actif
69633093;996;08/04/2022;;Changement de statut;archivé
69634836;998;25/05/2018;;Changement de procédure;changement de procédure
69635009;900;30/07/1990;;Statut actif;statut actif
69636132;900;24/12/1986;;Statut actif;statut actif
69636666;900;26/12/2012;;Statut actif;statut actif
69637743;900;12/10/1988;;Statut actif;statut actif
69638464;995;26/10/2017;;Changement de statut;actif
69638464;992;04/08/2017;;Changement de statut;suspension
69638464;992;03/05/2017;;Changement de statut;suspension
69638788;900;06/09/1996;;Statut actif;statut actif
69641318;998;30/06/2011;;Changement de procédure;changement de procédure
69645380;996;01/08/2022;;Changement de statut;archivé
69646945;900;04/12/1997;;Statut actif;statut actif
69651223;900;31/12/1997;;Statut actif;statut actif
69658075;998;20/05/2009;;Changement de procédure;changement de procédure
69663841;996;12/01/2023;;Changement de statut;archivé
69668703;900;13/08/1997;;Statut actif;statut actif
69669723;900;22/04/1996;;Statut actif;statut actif
69672096;996;01/03/2022;;Changement de statut;archivé
69678277;998;31/10/2006;;Changement de procédure;changement de procédure
69688360;996;01/06/2021;;Changement de statut;archivé
69688894;900;05/12/1997;;Statut actif;statut actif
69696186;996;03/11/2021;;Changement de statut;archivé
69697199;900;17/04/1991;;Statut actif;statut actif
69700567;900;08/12/1997;;Statut actif;statut actif
69708941;996;22/10/2020;;Changement de statut;archivé
69708941;900;20/05/1992;;Statut actif;statut actif
69710351;998;27/10/2010;;Changement de procédure;changement de procédure
69713511;900;31/12/1997;;Statut actif;statut actif
69713550;900;24/06/1996;;Statut actif;statut actif
69719090;900;21/03/1997;;Statut actif;statut actif
69722161;996;03/05/2022;;Changement de statut;archivé
69723217;900;10/07/1995;;Statut actif;statut actif
69724251;900;16/10/1995;;Statut actif;statut actif
69730375;992;08/09/2022;;Changement de statut;suspension
69733268;996;06/02/2020;;Changement de statut;archivé
69734808;996;15/03/2021;;Changement de statut;archivé
69737836;996;08/10/2021;;Changement de statut;archivé
69737836;992;17/02/2021;;Changement de statut;suspension
69744670;900;25/03/1993;;Statut actif;statut actif
69763208;900;11/07/2019;;Statut actif;statut actif
69764032;900;21/11/1997;;Statut actif;statut actif
69768949;900;06/09/1994;;Statut actif;statut actif
69770003;900;15/04/1996;;Statut actif;statut actif
69770028;996;20/12/2022;;Changement de statut;archivé
69774343;900;23/09/1991;;Statut actif;statut actif
69778256;996;05/08/2020;;Changement de statut;archivé
69781373;996;19/03/2019;;Changement de statut;archivé
69781373;900;20/02/1996;;Statut actif;statut actif
69783762;900;06/10/1987;;Statut actif;statut actif
69784540;900;01/12/1986;;Statut actif;statut actif
69790109;996;28/10/2020;;Changement de statut;archivé
69806588;996;21/06/2022;;Changement de statut;archivé
69812630;995;24/11/2009;;Changement de statut;actif
69812630;996;08/01/2009;;Changement de statut;archivé
69816582;996;18/10/2022;;Changement de statut;archivé
69819219;900;30/12/1991;;Statut actif;statut actif
69829455;992;08/08/2002;08/08/2003;Changement de statut;suspension
69829455;995;05/08/2003;;Changement de statut;actif
69834801;996;12/07/2021;;Changement de statut;archivé
69839823;996;16/11/2022;;Changement de statut;archivé
69857248;900;05/04/1989;;Statut actif;statut actif
69861990;900;23/03/1993;;Statut actif;statut actif
69864367;900;03/12/1996;;Statut actif;statut actif
69865024;900;20/02/1989;;Statut actif;statut actif
69865070;900;24/06/1996;;Statut actif;statut actif
69869122;998;28/05/2015;;Changement de procédure;changement de procédure
69870854;900;26/01/1998;;Statut actif;statut actif
69873754;996;19/08/2022;;Changement de statut;archivé
69874361;996;15/11/2021;;Changement de statut;archivé
69874361;900;21/10/1996;;Statut actif;statut actif
69880154;900;24/04/2018;;Statut actif;statut actif
69890344;996;09/11/2022;;Changement de statut;archivé
69894392;996;27/07/2022;;Changement de statut;archivé
69895658;996;18/06/2020;;Changement de statut;archivé
69896201;900;16/10/1995;;Statut actif;statut actif
69898864;900;28/03/1995;;Statut actif;statut actif
69902323;998;09/09/2011;;Changement de procédure;changement de procédure
69905807;998;03/02/2006;;Changement de procédure;changement de procédure
69913330;900;02/11/1982;;Statut actif;statut actif
69916757;996;25/01/2021;;Changement de statut;archivé
69919792;996;22/01/2021;;Changement de statut;archivé
69931588;900;27/01/1997;;Statut actif;statut actif
69931588;995;29/01/1981;;Changement de statut;actif
69931588;992;07/11/1980;;Changement de statut;suspension
69931595;998;03/02/2006;;Changement de procédure;changement de procédure
69937648;900;23/12/1996;;Statut actif;statut actif
69959452;900;07/01/1997;;Statut actif;statut actif
69967748;900;25/09/1995;;Statut actif;statut actif
69974276;996;11/08/2021;;Changement de statut;archivé
69978246;998;20/01/2014;;Changement de procédure;changement de procédure
69980699;900;04/07/1996;;Statut actif;statut actif
69980852;998;10/06/2008;;Changement de procédure;changement de procédure
69982586;996;02/05/2019;;Changement de statut;archivé
69982928;995;25/01/2010;;Changement de statut;actif
69982928;996;24/11/2009;;Changement de statut;archivé
69982928;998;06/06/2006;;Changement de procédure;changement de procédure
69984085;900;20/06/1986;;Statut actif;statut actif
69987156;996;07/12/2021;;Changement de statut;archivé
69987156;998;15/04/2014;;Changement de procédure;changement de procédure
69990693;996;26/04/2022;;Changement de statut;archivé
69990693;900;05/12/1997;;Statut actif;statut actif
69990800;900;02/07/1996;;Statut actif;statut actif
69991083;996;09/06/2020;;Changement de statut;archivé
69996970;900;09/02/1998;;Statut actif;statut actif
69997481;996;17/01/2022;;Changement de statut;archivé
