Code_CIS;Code_Evnt_Spc;Date_Evnt_Spc;Date_Echeance;Type_Evnt_Spc;Evnt_Mar_Spc
65564493;996;08/10/2021;;Changement de statut;archivé
65569519;900;15/02/1991;;Statut actif;statut actif
65570749;900;31/12/1997;;Statut actif;statut actif
65572846;900;29/02/1996;;Statut actif;statut actif
65581507;998;11/01/2013;;Changement de procédure;changement de procédure
65583668;996;27/10/2020;;Changement de statut;archivé
65586358;996;02/04/2019;;Changement de statut;archivé
65591476;900;14/01/1998;;Statut actif;statut actif
65592763;995;17/11/2008;;Changement de statut;actif
65592763;996;11/06/2008;;Changement de statut;archivé
65602079;900;21/08/1991;;Statut actif;statut actif
65606743;900;16/10/1987;;Statut actif;statut actif
65608566;900;03/03/1995;;Statut actif;statut actif
65619363;998;16/11/2017;;Changement de procédure;changement de procédure
65623130;900;08/01/1996;;Statut actif;statut actif
65630160;900;12/08/1996;;Statut actif;statut actif
65633530;996;03/12/2021;;Changement de statut;archivé
65636245;998;03/09/2010;;Changement de procédure;changement de procédure
65639939;900;11/02/1997;;Statut actif;statut actif
65647512;900;17/12/1996;;Statut actif;statut actif
65658213;900;11/05/2020;;Statut actif;statut actif
65670297;996;23/11/2021;;Changement de statut;archivé
65676987;900;01/10/1990;;Statut actif;statut actif
65679296;998;17/06/2009;;Changement de procédure;changement de procédure
65691327;900;01/07/1987;;Statut actif;statut actif
65699007;996;17/10/2022;;Changement de statut;archivé
65701038;996;22/10/2021;;Changement de statut;archivé
65701038;900;31/01/1996;;Statut actif;statut actif
65707226;900;13/09/1995;;Statut actif;statut actif
65712593;900;04/03/1998;;Statut actif;statut actif
65716467;900;06/08/1996;;Statut actif;statut actif
65717544;995;26/10/2017;;Changement de statut;actif
65717544;992;04/08/2017;;Changement de statut;suspension
65717544;992;03/05/2017;;Changement de statut;suspension
65724318;900;29/09/1997;;Statut actif;statut actif
65751500;998;21/08/2015;;Changement de procédure;changement de procédure
65771200;900;12/11/2018;;Statut actif;statut actif
65781027;996;18/11/2021;;Changement de statut;archivé
65781988;996;19/05/2022;;Changement de statut;archivé
65810475;900;28/08/1996;;Statut actif;statut actif
65812177;900;18/08/1992;;Statut actif;statut actif
65812914;992;17/02/2021;;Changement de statut;suspension
65822577;900;20/06/1986;;Statut actif;statut actif
65826650;998;15/04/2015;;Changement de procédure;changement de procédure
65836776;900;30/08/1991;;Statut actif;statut actif
65840002;900;25/02/1997;;Statut actif;statut actif
65841346;995;28/08/2012;;Changement de statut;actif
65841346;996;12/06/2012;;Changement de statut;archivé
65846076;900;24/04/1996;;Statut actif;statut actif
65850530;996;30/07/2021;;Changement de statut;archivé
65851109;996;03/07/2020;;Changement de statut;archivé
65855901;900;08/08/1997;;Statut actif;statut actif
65860243;900;21/07/1992;;Statut actif;statut actif
65862059;900;05/12/1996;;Statut actif;statut actif
65869452;900;12/10/1988;;Statut actif;statut actif
65880420;998;15/04/2015;;Changement de procédure;changement de procédure
65880598;900;02/03/1982;;Statut actif;statut actif
65884187;998;11/08/2011;;Changement de procédure;changement de procédure
65884618;996;06/07/2022;;Changement de statut;archivé
65889234;900;18/08/1992;;Statut actif;statut actif
65892928;900;17/04/1991;;Statut actif;statut actif
65893318;998;25/05/2009;;Changement de procédure;changement de procédure
65893688;996;08/06/2021;;Changement de statut;archivé
65898870;996;09/11/2021;;Changement de statut;archivé
65910155;996;15/02/2022;;Changement de statut;archivé
65912117;996;26/06/2020;;Changement de statut;archivé
65921479;900;09/12/2009;;Statut actif;statut actif
65922428;998;27/06/2014;;Changement de procédure;changement de procédure
65923640;900;01/12/1993;;Statut actif;statut actif
65928057;996;23/12/2019;;Changement de statut;archivé
65933346;998;13/08/2010;;Changement de procédure;changement de procédure
65935062;900;24/12/2020;;Statut actif;statut actif
65938724;996;26/01/2022;;Changement de statut;archivé
65943479;900;28/03/1997;;Statut actif;statut actif
65958869;900;03/06/1994;;Statut actif;statut actif
65959743;996;24/02/2022;;Changement de statut;archivé
65963599;900;01/09/1983;;Statut actif;statut actif
65967124;900;25/07/2000;;Statut actif;statut actif
65969730;998;07/07/2011;;Changement de procédure;changement de procédure
65973294;900;31/12/1997;;Statut actif;statut actif
65979518;900;15/12/1997;;Statut actif;statut actif
65980246;900;28/08/1996;;Statut actif;statut actif
65980246;995;18/08/1987;;Changement de statut;actif
65980246;992;16/12/1986;;Changement de statut;suspension
65981679;998;27/06/2014;;Changement de procédure;changement de procédure
65984903;996;09/11/2022;;Changement de statut;archivé
66001124;900;08/12/1997;;Statut actif;statut actif
66004031;998;28/05/2015;;Changement de procédure;changement de procédure
66007465;996;16/07/2021;;Changement de statut;archivé
66008962;996;02/06/2020;;Changement de statut;archivé
66015693;998;15/04/2015;;Changement de procédure;changement de procédure
66024532;996;09/04/2018;;Changement de statut;archivé
66024532;900;02/09/1998;;Statut actif;statut actif
66029390;900;05/02/1990;;Statut actif;statut actif
66031320;996;23/06/2020;;Changement de statut;archivé
66032721;998;21/04/2010;;Changement de procédure;changement de procédure
66035913;996;02/04/2019;;Changement de statut;archivé
66043963;998;17/12/2008;;Changement de procédure;changement de procédure
66047164;900;29/01/1992;;Statut actif;statut actif
66063364;900;08/04/1991;;Statut actif;statut actif
66073305;996;22/02/2021;;Changement de statut;archivé
66077168;996;15/04/2019;;Changement de statut;archivé
66077168;900;22/07/1982;;Statut actif;statut actif
66077225;996;22/02/2021;;Changement de statut;archivé
66078195;900;24/10/2001;;Statut actif;statut actif
66081953;900;05/12/1997;;Statut actif;statut actif
66085108;900;11/02/1997;;Statut actif;statut actif
66085510;900;15/07/1996;;Statut actif;statut actif
66086808;900;03/07/1989;;Statut actif;statut actif
66090799;900;06/05/1986;;Statut actif;statut actif
66095942;900;30/09/1992;;Statut actif;statut actif
66105226;996;25/01/2021;;Changement de statut;archivé
66105817;996;10/08/2020;;Changement de statut;archivé
66109317;900;10/12/1997;;Statut actif;statut actif
66113600;900;21/03/1983;;Statut actif;statut actif
66122193;900;11/05/1998;;Statut actif;statut actif
66124970;998;27/02/2012;;Changement de procédure;changement de procédure
66132216;900;07/09/1995;;Statut actif;statut actif
66138621;996;26/08/2019;;Changement de statut;archivé
66139723;900;31/12/1997;;Statut actif;statut actif
66153192;900;20/06/1986;;Statut actif;statut actif
66155948;900;26/12/1997;;Statut actif;statut actif
66160774;996;12/11/2018;;Changement de statut;archivé
66169741;996;07/09/2021;;Changement de statut;archivé
66170633;996;04/07/2022;;Changement de statut;archivé
66179664;900;22/07/1992;;Statut actif;statut actif
66182379;900;25/02/1997;;Statut actif;statut actif
66187216;996;21/02/2018;;Changement de statut;archivé
66187789;900;10/12/1997;;Statut actif;statut actif
66189815;996;09/11/2022;;Changement de statut;archivé
66204021;900;29/11/1990;;Statut actif;statut actif
66205536;900;22/10/1986;;Statut actif;statut actif
66221405;992;29/09/2009;29/09/2010;Changement de statut;suspension
66221405;995;04/05/2010;;Changement de statut;actif
66223751;996;16/12/2019;;Changement de statut;archivé
66226772;900;11/04/1997;;Statut actif;statut actif
66238671;900;22/02/1990;;Statut actif;statut actif
66242602;900;27/01/1997;;Statut actif;statut actif
66257579;996;16/07/2021;;Changement de statut;archivé
66261549;900;12/12/1997;;Statut actif;statut actif
66265330;900;12/03/1998;;Statut actif;statut actif
66271415;996;11/02/2020;;Changement de statut;archivé
66282874;900;19/09/2012;;Statut actif;statut actif
66288382;996;11/08/2020;;Changement de statut;archivé
66293778;996;08/10/2021;;Changement de statut;archivé
66293778;992;17/02/2021;;Changement de statut;suspension
66303368;900;26/12/1996;;Statut actif;statut actif
66303560;900;06/05/1988;;Statut actif;statut actif
66314749;996;08/01/2021;;Changement de statut;archivé
66315986;996;21/06/2022;;Changement de statut;archivé
66317179;996;22/10/2021;;Changement de statut;archivé
66317873;996;05/12/2022;;Changement de statut;archivé
66317916;996;14/10/2021;;Changement de statut;archivé
66318480;996;12/06/2020;;Changement de statut;archivé
66322048;900;18/11/1997;;Statut actif;statut actif
66327091;996;14/02/2022;;Changement de statut;archivé
66328243;996;09/11/2022;;Changement de statut;archivé
66329306;996;29/10/2019;;Changement de statut;archivé
66330098;900;09/03/1998;;Statut actif;statut actif
66333404;992;17/02/2021;;Changement de statut;suspension
66334552;996;06/07/2021;;Changement de statut;archivé
66347329;900;13/02/1996;;Statut actif;statut actif
66351950;996;09/04/2021;;Changement de statut;archivé
66356036;996;06/05/2021;;Changement de statut;archivé
66358546;900;26/09/1990;;Statut actif;statut actif
66359096;996;17/05/2021;;Changement de statut;archivé
66362637;900;18/04/1995;;Statut actif;statut actif
66364570;996;06/01/2021;;Changement de statut;archivé
66380934;996;13/07/2022;;Changement de statut;archivé
66383389;900;03/09/1997;;Statut actif;statut actif
66391261;996;26/03/2021;;Changement de statut;archivé
66398010;996;05/06/2021;;Changement de statut;archivé
66399379;996;21/06/2022;;Changement de statut;archivé
66400454;900;09/12/1993;;Statut actif;statut actif
66404004;900;17/04/1991;;Statut actif;statut actif
66409656;996;19/10/2020;;Changement de statut;archivé
66410968;996;28/09/2021;;Changement de statut;archivé
66410968;900;22/08/1990;;Statut actif;statut actif
66415164;995;15/04/2010;;Changement de statut;actif
66415164;996;01/04/2010;;Changement de statut;archivé
66416978;996;02/03/2021;;Changement de statut;archivé
66417119;900;11/07/1995;;Statut actif;statut actif
66418833;995;16/10/2020;;Changement de statut;actif
66418833;996;18/06/2020;;Changement de statut;archivé
66426495;900;09/12/1993;;Statut actif;statut actif
66429153;996;21/12/2021;;Changement de statut;archivé
66429947;996;01/01/2021;;Changement de statut;archivé
66430942;998;17/11/2011;;Changement de procédure;changement de procédure
66441419;900;06/05/1988;;Statut actif;statut actif
66442955;900;29/01/1998;;Statut actif;statut actif
66443911;900;28/08/1996;;Statut actif;statut actif
66463077;996;02/03/2021;;Changement de statut;archivé
66463134;996;18/06/2020;;Changement de statut;archivé
66471946;900;07/08/2020;;Statut actif;statut actif
66473203;996;09/11/2022;;Changement de statut;archivé
66477041;996;17/05/2018;;Changement de statut;archivé
66488073;998;03/12/2021;;Changement de procédure;changement de procédure
66500821;996;01/01/2021;;Changement de statut;archivé
66511091;996;23/06/2021;;Changement de statut;archivé
66511369;996;31/10/2022;;Changement de statut;archivé
66511376;900;23/12/1996;;Statut actif;statut actif
66511789;995;17/01/2017;;Changement de statut;actif
66511789;992;22/09/2016;;Changement de statut;suspension
66511789;992;19/07/2016;;Changement de statut;suspension
66514397;900;10/12/1991;;Statut actif;statut actif
66518292;900;04/12/1997;;Statut actif;statut actif
66522013;995;27/12/2016;;Changement de statut;actif
66522013;992;22/09/2016;;Changement de statut;suspension
66522013;992;19/07/2016;;Changement de statut;suspension
66522013;995;21/08/2015;;Changement de statut;actif
66522013;992;18/12/2014;;Changement de statut;suspension
66534880;998;17/01/2011;;Changement de procédure;changement de procédure
66535345;996;17/04/2020;;Changement de statut;archivé
66538626;996;19/10/2020;;Changement de statut;archivé
66539322;996;09/06/2022;;Changement de statut;archivé
66545186;998;03/02/2006;;Changement de procédure;changement de procédure
66553119;996;22/10/2021;;Changement de statut;archivé
66567236;900;17/02/1998;;Statut actif;statut actif
66577967;900;21/03/1996;;Statut actif;statut actif
66580760;996;11/01/2021;;Changement de statut;archivé
66586731;900;06/08/1996;;Statut actif;statut actif
66596800;996;19/05/2022;;Changement de statut;archivé
66596864;996;25/01/2023;;Changement de statut;archivé
66597083;900;30/09/1996;;Statut actif;statut actif
66613299;900;19/05/1982;;Statut actif;statut actif
66615713;900;27/07/1988;;Statut actif;statut actif
66631817;900;26/06/1989;;Statut actif;statut actif
66633017;900;25/11/1996;;Statut actif;statut actif
66654513;996;01/06/2021;;Changement de statut;archivé
66654513;996;13/08/2019;;Changement de statut;archivé
66660758;996;23/12/2019;;Changement de statut;archivé
66663448;995;06/05/2021;;Changement de statut;actif
66663448;996;22/04/2021;;Changement de statut;archivé
66664685;900;10/12/1997;;Statut actif;statut actif
66674188;900;31/03/2016;;Statut actif;statut actif
66676755;900;25/02/1997;;Statut actif;statut actif
66679160;900;26/12/1997;;Statut actif;statut actif
66685697;996;25/01/2022;;Changement de statut;archivé
66692535;996;23/03/2021;;Changement de statut;archivé
66698260;996;28/02/2021;;Changement de statut;archivé
66700359;900;25/02/1997;;Statut actif;statut actif
66701169;998;03/04/2020;;Changement de procédure;changement de procédure
66701614;996;11/08/2020;;Changement de statut;archivé
66703316;995;05/02/2019;;Changement de statut;actif
66703316;996;09/01/2019;;Changement de statut;archivé
66703316;900;03/07/1989;;Statut actif;statut actif
66703729;996;02/07/2021;;Changement de statut;archivé
66705623;900;07/07/1997;;Statut actif;statut actif
66709963;996;30/11/2022;;Changement de statut;archivé
66720454;900;23/01/1997;;Statut actif;statut actif
66721022;996;29/03/2022;;Changement de statut;archivé
66725120;900;13/11/1991;;Statut actif;statut actif
66737795;998;21/04/2008;;Changement de procédure;changement de procédure
66737795;998;07/07/2006;;Changement de procédure;changement de procédure
66741822;900;17/05/2019;;Statut actif;statut actif
66745607;900;22/07/1992;;Statut actif;statut actif
66751955;998;12/08/2009;;Changement de procédure;changement de procédure
66768488;900;21/08/1991;;Statut actif;statut actif
66769394;900;12/12/1995;;Statut actif;statut actif
66770973;900;08/12/1997;;Statut actif;statut actif
66774427;998;12/10/2009;;Changement de procédure;changement de procédure
66782153;900;07/07/1997;;Statut actif;statut actif
66782630;996;25/01/2023;;Changement de statut;archivé
66787499;900;25/11/1991;;Statut actif;statut actif
66792069;900;30/12/1997;;Statut actif;statut actif
66794860;996;20/12/2022;;Changement de statut;archivé
66796142;900;06/05/1988;;Statut actif;statut actif
66797785;998;05/06/2008;;Changement de procédure;changement de procédure
66800719;900;29/12/1997;;Statut actif;statut actif
66801066;900;22/10/1986;;Statut actif;statut actif
66801493;996;19/01/2022;;Changement de statut;archivé
66805883;998;11/04/2014;;Changement de procédure;changement de procédure
66813008;996;03/03/2021;;Changement de statut;archivé
66814925;900;05/04/1989;;Statut actif;statut actif
66819413;996;09/06/2020;;Changement de statut;archivé
66819413;900;04/12/1995;;Statut actif;statut actif
66822982;996;29/10/2019;;Changement de statut;archivé
66824638;900;14/10/1997;;Statut actif;statut actif
66842675;998;05/11/2009;;Changement de procédure;changement de procédure
66847302;996;03/11/2020;;Changement de statut;archivé
66847302;998;09/01/2012;;Changement de procédure;changement de procédure
66853013;998;20/01/2014;;Changement de procédure;changement de procédure
66856803;900;20/09/1996;;Statut actif;statut actif
66858850;996;08/02/2021;;Changement de statut;archivé
66863107;900;04/12/1997;;Statut actif;statut actif
66864369;996;23/11/2021;;Changement de statut;archivé
66866548;996;11/02/2020;;Changement de statut;archivé
66866548;992;17/01/2020;;Changement de statut;suspension
66870226;900;17/11/2011;;Statut actif;statut actif
66870692;995;21/08/2015;;Changement de statut;actif
66870692;992;18/12/2014;;Changement de statut;suspension
66871876;900;25/11/1991;;Statut actif;statut actif
66873973;998;24/09/2018;;Changement de procédure;changement de procédure
66877523;996;25/03/2021;;Changement de statut;archivé
66895806;998;01/07/2015;;Changement de procédure;changement de procédure
66914174;996;07/09/2021;;Changement de statut;archivé
66920120;996;08/04/2022;;Changement de statut;archivé
66929144;900;15/04/1996;;Statut actif;statut actif
66931921;900;10/06/1987;;Statut actif;statut actif
66938150;900;06/08/1996;;Statut actif;statut actif
66943254;900;31/12/1997;;Statut actif;statut actif
66950291;998;07/07/2011;;Changement de procédure;changement de procédure
66972245;900;19/01/1998;;Statut actif;statut actif
66973728;996;30/04/2022;;Changement de statut;archivé
66977349;900;20/06/1986;;Statut actif;statut actif
66993780;996;01/01/2021;;Changement de statut;archivé
66997501;900;06/05/1988;;Statut actif;statut actif
66998037;996;23/12/2019;;Changement de statut;archivé
67010731;998;02/06/2017;;Changement de procédure;changement de procédure
67013510;900;10/01/1989;;Statut actif;statut actif
67013695;900;01/03/2018;;Statut actif;statut actif
67014879;996;07/09/2021;;Changement de statut;archivé
67020138;900;10/04/1997;;Statut actif;statut actif
67021375;996;27/02/2019;;Changement de statut;archivé
67024930;995;16/02/2016;;Changement de statut;actif
67024930;992;18/12/2014;;Changement de statut;suspension
67025142;900;23/01/1997;;Statut actif;statut actif
67025669;900;06/05/1996;;Statut actif;statut actif
67034465;996;17/01/2022;;Changement de statut;archivé
67035485;996;08/07/2021;;Changement de statut;archivé
67035485;900;07/02/1992;;Statut actif;statut actif
67037301;998;19/05/2006;;Changement de procédure;changement de procédure
67040450;998;21/01/2005;;Changement de procédure;changement de procédure
67042889;900;07/09/2015;;Statut actif;statut actif
67051009;996;15/01/2020;;Changement de statut;archivé
67052926;900;10/11/1989;;Statut actif;statut actif
67056159;900;05/01/1996;;Statut actif;statut actif
67064661;900;02/09/1992;;Statut actif;statut actif
67066573;900;12/06/1996;;Statut actif;statut actif
67077388;992;11/12/1998;11/12/1999;Changement de statut;suspension
67077388;995;31/08/2004;;Changement de statut;actif
67088979;996;25/01/2022;;Changement de statut;archivé
67091911;900;03/09/1997;;Statut actif;statut actif
67094626;996;27/11/2020;;Changement de statut;archivé
67103203;998;31/08/2012;;Changement de procédure;changement de procédure
67103299;900;17/06/1987;;Statut actif;statut actif
67104999;900;02/05/1997;;Statut actif;statut actif
67117128;900;27/07/1988;;Statut actif;statut actif
67119257;900;29/01/1998;;Statut actif;statut actif
67124724;900;31/03/1992;;Statut actif;statut actif
67126561;998;25/08/2015;;Changement de procédure;changement de procédure
67128459;996;26/10/2020;;Changement de statut;archivé
67133883;996;28/09/2021;;Changement de statut;archivé
67140810;998;07/10/2016;;Changement de procédure;changement de procédure
67140810;900;22/03/1983;;Statut actif;statut actif
67143532;998;09/09/2011;;Changement de procédure;changement de procédure
67146044;996;05/11/2020;;Changement de statut;archivé
67147922;998;03/11/2016;;Changement de procédure;changement de procédure
67151899;900;30/07/1985;;Statut actif;statut actif
67162059;998;25/08/2015;;Changement de procédure;changement de procédure
67167017;994;23/10/2008;;Changement de statut;actif
67173618;900;18/12/1997;;Statut actif;statut actif
67177709;900;29/02/1996;;Statut actif;statut actif
67180783;996;21/06/2022;;Changement de statut;archivé
67194943;998;27/06/2014;;Changement de procédure;changement de procédure
67199506;998;20/09/2006;;Changement de procédure;changement de procédure
67201409;996;06/05/2021;;Changement de statut;archivé
67202735;900;18/11/1997;;Statut actif;statut actif
67204533;996;17/10/2019;;Changement de statut;archivé
67208161;900;01/07/1987;;Statut actif;statut actif
67210447;996;01/08/2022;;Changement de statut;archivé
67212035;900;12/02/1996;;Statut actif;statut actif
67216628;996;12/04/2022;;Changement de statut;archivé
67218579;900;02/07/1996;;Statut actif;statut actif
67220669;900;17/04/2014;;Statut actif;statut actif
67221632;996;08/06/2021;;Changement de statut;archivé
67221632;900;06/05/1996;;Statut actif;statut actif
67222606;996;27/02/2019;;Changement de statut;archivé
67225100;900;09/10/1996;;Statut actif;statut actif
67228541;998;30/01/2007;;Changement de procédure;changement de procédure
67231270;900;16/12/1997;;Statut actif;statut actif
67234658;998;01/07/2009;;Changement de procédure;changement de procédure
67244289;996;23/05/2018;;Changement de statut;archivé
67245163;996;02/11/2020;;Changement de statut;archivé
67250203;900;30/01/1998;;Statut actif;statut actif
67253128;900;23/11/2018;;Statut actif;statut actif
67255378;996;14/10/2020;;Changement de statut;archivé
67255976;992;15/12/2010;15/12/2011;Changement de statut;suspension
67255976;995;22/06/2011;;Changement de statut;actif
67260756;996;05/01/2023;;Changement de statut;archivé
67266556;996;12/02/2020;;Changement de statut;archivé
67275338;996;11/02/2020;;Changement de statut;archivé
67276995;995;25/01/2010;;Changement de statut;actif
67276995;996;24/11/2009;;Changement de statut;archivé
67276995;998;06/06/2006;;Changement de procédure;changement de procédure
67282578;900;23/12/1996;;Statut actif;statut actif
67286345;995;16/02/2016;;Changement de statut;actif
67286345;992;18/12/2014;;Changement de statut;suspension
67287707;996;26/06/2020;;Changement de statut;archivé
67297078;900;03/09/1997;;Statut actif;statut actif
67297263;900;14/06/1999;;Statut actif;statut actif
67298504;998;17/12/2008;;Changement de procédure;changement de procédure
67306591;996;12/02/2021;;Changement de statut;archivé
67312740;900;25/02/1997;;Statut actif;statut actif
67313600;996;29/11/2021;;Changement de statut;archivé
67313600;900;31/12/1997;;Statut actif;statut actif
67326619;998;20/05/2009;;Changement de procédure;changement de procédure
67326964;996;19/11/2019;;Changement de statut;archivé
67332173;996;29/10/2019;;Changement de statut;archivé
67338728;900;13/11/1991;;Statut actif;statut actif
67340437;996;01/01/2021;;Changement de statut;archivé
67348996;900;01/10/1990;;Statut actif;statut actif
67353712;900;16/12/1997;;Statut actif;statut actif
67353986;998;31/05/2012;;Changement de procédure;changement de procédure
67368301;900;03/07/1989;;Statut actif;statut actif
67376038;900;20/05/1992;;Statut actif;statut actif
67381537;900;06/05/1996;;Statut actif;statut actif
67390664;998;10/12/2004;;Changement de procédure;changement de procédure
67396382;998;12/05/2011;;Changement de procédure;changement de procédure
67396934;998;20/03/2006;;Changement de procédure;changement de procédure
67403631;996;21/01/2022;;Changement de statut;archivé
67407099;900;30/10/1996;;Statut actif;statut actif
67408144;900;27/07/1988;;Statut actif;statut actif
67410412;900;17/12/1997;;Statut actif;statut actif
67421017;996;11/08/2021;;Changement de statut;archivé
67423712;996;25/02/2019;;Changement de statut;archivé
67426893;996;15/04/2022;;Changement de statut;archivé
67427632;996;02/07/2021;;Changement de statut;archivé
67429811;996;19/12/2022;;Changement de statut;archivé
67433083;995;09/07/2015;;Changement de statut;actif
67433083;992;18/12/2014;;Changement de statut;suspension
67434235;900;26/12/1996;;Statut actif;statut actif
67437110;900;19/10/1989;;Statut actif;statut actif
67443608;996;15/09/2022;;Changement de statut;archivé
67452913;900;17/06/1987;;Statut actif;statut actif
67457433;996;02/07/2021;;Changement de statut;archivé
67464342;998;02/06/2017;;Changement de procédure;changement de procédure
67469962;996;27/02/2019;;Changement de statut;archivé
67470053;996;18/06/2020;;Changement de statut;archivé
67477165;900;27/07/1994;;Statut actif;statut actif
67499763;900;31/12/1997;;Statut actif;statut actif
67500468;900;08/12/1997;;Statut actif;statut actif
67504185;996;29/03/2022;;Changement de statut;archivé
67506453;996;04/07/2019;;Changement de statut;archivé
67508326;996;26/01/2022;;Changement de statut;archivé
67516508;996;06/01/2020;;Changement de statut;archivé
67517909;996;20/12/2022;;Changement de statut;archivé
67517948;996;28/01/2020;;Changement de statut;archivé
67519027;998;29/06/2017;;Changement de procédure;changement de procédure
67522429;996;31/08/2018;;Changement de statut;archivé
67527650;900;28/03/1995;;Statut actif;statut actif
67532238;996;06/08/2020;;Changement de statut;archivé
67535309;996;20/01/2023;;Changement de statut;archivé
67537203;900;28/10/1987;;Statut actif;statut actif
67547090;900;21/03/1996;;Statut actif;statut actif
67550446;996;31/03/2019;;Changement de statut;archivé
67553944;900;28/02/1997;;Statut actif;statut actif
67559559;900;21/03/1983;;Statut actif;statut actif
67560860;998;02/10/2012;;Changement de procédure;changement de procédure
67563415;900;28/09/1989;;Statut actif;statut actif
67577233;998;20/09/2011;;Changement de procédure;changement de procédure
67580464;996;11/02/2021;;Changement de statut;archivé
67580464;900;24/06/1996;;Statut actif;statut actif
67582091;996;11/08/2020;;Changement de statut;archivé
67584249;992;08/09/2022;;Changement de statut;suspension
67585504;900;26/11/1995;;Statut actif;statut actif
67587398;996;01/08/2021;;Changement de statut;archivé
67587398;996;06/02/2020;;Changement de statut;archivé
67588906;900;29/02/1996;;Statut actif;statut actif
67589926;995;24/07/2015;;Changement de statut;actif
67589926;992;18/12/2014;;Changement de statut;suspension
67591507;900;01/04/1996;;Statut actif;statut actif
67592694;998;13/01/2015;;Changement de procédure;changement de procédure
67623734;900;01/10/1986;;Statut actif;statut actif
67624035;998;08/09/2006;;Changement de procédure;changement de procédure
67627992;900;19/06/1995;;Statut actif;statut actif
67638519;900;03/02/1998;;Statut actif;statut actif
67639553;900;04/03/1998;;Statut actif;statut actif
67642460;996;13/04/2021;;Changement de statut;archivé
67643224;995;09/07/2015;;Changement de statut;actif
67643224;992;18/12/2014;;Changement de statut;suspension
67644148;900;07/07/1997;;Statut actif;statut actif
67654911;900;06/04/1998;;Statut actif;statut actif
67656556;996;19/07/2022;;Changement de statut;archivé
67657462;996;11/02/2021;;Changement de statut;archivé
67658226;900;20/12/1988;;Statut actif;statut actif
67658589;900;09/10/2020;;Statut actif;statut actif
67658589;996;14/02/2012;;Changement de statut;archivé
67667652;996;26/01/2022;;Changement de statut;archivé
67670627;900;09/09/2020;;Statut actif;statut actif
67679220;900;29/02/1996;;Statut actif;statut actif
67680190;998;25/11/2015;;Changement de procédure;changement de procédure
67681303;900;05/12/1988;;Statut actif;statut actif
67690537;900;10/06/2021;;Statut actif;statut actif
67698943;900;19/04/2016;;Statut actif;statut actif
67703803;900;06/10/1987;;Statut actif;statut actif
67705779;900;13/12/1989;;Statut actif;statut actif
67707794;900;22/03/1983;;Statut actif;statut actif
67709496;998;29/01/2008;;Changement de procédure;changement de procédure
67718545;998;09/12/2022;;Changement de procédure;changement de procédure
67719775;900;11/07/2016;;Statut actif;statut actif
67730914;900;28/09/1988;;Statut actif;statut actif
67734528;900;08/12/1993;;Statut actif;statut actif
67739354;996;11/02/2022;;Changement de statut;archivé
67740837;996;23/12/2019;;Changement de statut;archivé
67750518;996;14/06/2022;;Changement de statut;archivé
67752024;998;25/05/2020;;Changement de procédure;changement de procédure
67753717;998;02/06/2017;;Changement de procédure;changement de procédure
67756752;900;02/09/1992;;Statut actif;statut actif
67757060;900;02/06/1997;;Statut actif;statut actif
67759759;996;10/07/2022;;Changement de statut;archivé
67770321;996;25/01/2022;;Changement de statut;archivé
67777668;900;05/07/2019;;Statut actif;statut actif
67780454;900;30/10/1995;;Statut actif;statut actif
67782430;900;28/01/1997;;Statut actif;statut actif
67785202;900;29/11/1990;;Statut actif;statut actif
67806034;900;22/08/1990;;Statut actif;statut actif
67813947;998;09/07/2010;;Changement de procédure;changement de procédure
67816854;996;19/10/2020;;Changement de statut;archivé
67819081;900;01/12/1995;;Statut actif;statut actif
67821132;996;30/11/2021;;Changement de statut;archivé
67821367;996;15/03/2021;;Changement de statut;archivé
67828290;996;12/10/2022;;Changement de statut;archivé
67831952;900;14/12/1995;;Statut actif;statut actif
67838085;995;26/10/2017;;Changement de statut;actif
67838085;992;04/08/2017;;Changement de statut;suspension
67838085;992;03/05/2017;;Changement de statut;suspension
67839657;996;28/09/2020;;Changement de statut;archivé
67851645;900;06/12/1990;;Statut actif;statut actif
67858369;998;31/10/2006;;Changement de procédure;changement de procédure
67866654;996;17/05/2021;;Changement de statut;archivé
67872002;996;08/10/2021;;Changement de statut;archivé
67872002;992;17/02/2021;;Changement de statut;suspension
67872828;996;12/02/2020;;Changement de statut;archivé
67873780;998;04/03/2013;;Changement de procédure;changement de procédure
67876869;900;26/07/1982;;Statut actif;statut actif
67876901;900;15/05/1991;;Statut actif;statut actif
67885537;996;25/02/2019;;Changement de statut;archivé
67885537;900;10/12/1997;;Statut actif;statut actif
67890598;900;27/07/1988;;Statut actif;statut actif
67890616;900;22/08/1990;;Statut actif;statut actif
67892841;900;19/12/2017;;Statut actif;statut actif
67898381;998;06/05/2004;;Changement de procédure;changement de procédure
67900409;900;10/01/1989;;Statut actif;statut actif
67904304;900;29/06/1995;;Statut actif;statut actif
67908039;900;27/06/2019;;Statut actif;statut actif
67911715;996;19/12/2022;;Changement de statut;archivé
67917134;900;15/09/1999;;Statut actif;statut actif
67917629;900;27/10/1992;;Statut actif;statut actif
67921759;996;20/03/2019;;Changement de statut;archivé
67923265;900;19/05/1982;;Statut actif;statut actif
67923589;900;21/03/1983;;Statut actif;statut actif
67924890;996;01/01/2021;;Changement de statut;archivé
67924965;900;21/10/1991;;Statut actif;statut actif
67928013;996;11/01/2021;;Changement de statut;archivé
67934219;996;19/12/2022;;Changement de statut;archivé
